experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_dynamical_edge_norm_matched_probe,EleutherAI/pythia-70m,main,128,norm_matched,final_hidden,nonpad_flattened,4,0.04659598722438364,0.046500455223251795,15.002058444848016,0.0,0.5
