experiment,model,checkpoint,sequence_length,sample_index,active_dim,normalized_frobenius_geomean,normalized_frobenius_mean,edge_distance_log,phase_label,diverged,collapsed,burn_in_steps,eval_steps,frobenius_eval_states,frobenius_probes,operator_update,target,token_mode
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,0,3584,0.4650286583612148,0.4650290608406067,0.7656562444095527,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,1,65536,0.46351965299689263,0.4635196551680565,0.7689064935873422,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,2,2560,0.46532804971527286,0.46532827615737915,0.7650126388724642,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,3,65536,0.46340984721175443,0.463409848511219,0.7691434172921701,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,4,40960,0.4634366655567587,0.46343667060136795,0.7690855472033423,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,5,35328,0.4635302954208058,0.4635303243994713,0.7688835338235628,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,6,31232,0.46346301397386364,0.46346302330493927,0.76902869441184,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_normal,EleutherAI/pythia-70m,main,128,7,14848,0.46372745226750567,0.4637274593114853,0.7684582866899315,bounded_nonfixed_like,0,0,16,64,4,4,direct,final_hidden,nonpad_flattened
