checkpoint,tail_start,tail_end,selection_index,token_id,token,wikitext_train_count,frequency_bin,candidate_period,absolute_median,absolute_p95,absolute_max,normalized_median,normalized_p95,normalized_max
step9000,512,1024,0,21825, clones,2,0,24,0.05919702351093292,0.20444364845752716,0.23891572654247284,0.1553349792957306,0.5364670753479004,0.6269229054450989
step9000,512,1024,0,21825, clones,2,0,25,0.08089553564786911,0.27910158038139343,0.3258603513240814,0.21227261424064636,0.7323719263076782,0.855068564414978
step9000,512,1024,0,21825, clones,2,0,26,0.10068036615848541,0.3457396626472473,0.40661731362342834,0.264188677072525,0.9072325229644775,1.0669775009155273
step9000,512,1024,0,21825, clones,2,0,27,0.11895234882831573,0.40603235363960266,0.4793510437011719,0.3121349811553955,1.0654425621032715,1.2578332424163818
step9000,512,1024,0,21825, clones,2,0,28,0.13420425355434418,0.4582814574241638,0.5410645604133606,0.35215649008750916,1.2025460004806519,1.419771671295166
step9000,512,1024,0,21825, clones,2,0,29,0.14691706001758575,0.4986875355243683,0.5930923819541931,0.3855153024196625,1.3085728883743286,1.5562944412231445
step9000,512,1024,0,21825, clones,2,0,30,0.1568874716758728,0.5270478129386902,0.6305134892463684,0.4116780161857605,1.3829911947250366,1.6544886827468872
step9000,512,1024,0,21825, clones,2,0,31,0.16252711415290833,0.5498981475830078,0.6572239995002747,0.4264766275882721,1.4429513216018677,1.7245779037475586
step9000,512,1024,0,21825, clones,2,0,32,0.1660415232181549,0.5560583472251892,0.6678683757781982,0.435698539018631,1.4591158628463745,1.7525091171264648
step9000,512,1024,0,21825, clones,2,0,33,0.1644584834575653,0.5544443130493164,0.6662288308143616,0.43154460191726685,1.4548804759979248,1.7482068538665771
step9000,512,1024,0,21825, clones,2,0,34,0.16110606491565704,0.538883626461029,0.6492466926574707,0.42274773120880127,1.4140489101409912,1.7036452293395996
step9000,512,1024,0,21825, clones,2,0,35,0.15315957367420197,0.5144083499908447,0.6193292140960693,0.4018958806991577,1.3498247861862183,1.62514066696167
step9000,512,1024,0,21825, clones,2,0,36,0.14275896549224854,0.4769654870033264,0.5762735605239868,0.37460434436798096,1.2515735626220703,1.5121612548828125
step9000,512,1024,0,21825, clones,2,0,37,0.1287970393896103,0.4288577735424042,0.5206257104873657,0.33796778321266174,1.1253372430801392,1.3661394119262695
step9000,512,1024,0,21825, clones,2,0,38,0.11284459382295609,0.3751925528049469,0.4554155766963959,0.2961080074310303,0.9845179319381714,1.1950258016586304
step9000,512,1024,0,21825, clones,2,0,39,0.09417542815208435,0.3137388229370117,0.379970520734787,0.2471195012331009,0.8232612013816833,0.9970554709434509
step9000,512,1024,0,21825, clones,2,0,40,0.07394657284021378,0.24473583698272705,0.2973701059818268,0.1940383017063141,0.6421950459480286,0.7803092002868652
step9000,512,1024,0,21825, clones,2,0,41,0.052640218287706375,0.17389050126075745,0.21164147555828094,0.13812971115112305,0.45629453659057617,0.5553543567657471
step9000,512,1024,0,21825, clones,2,0,42,0.03244630992412567,0.10712912678718567,0.12974679470062256,0.08514021337032318,0.2811104655265808,0.3404599726200104
step9000,512,1024,0,21825, clones,2,0,43,0.020184706896543503,0.0659295916557312,0.07912188023328781,0.052965350449085236,0.1730014681816101,0.20761847496032715
step9000,512,1024,0,21825, clones,2,0,44,0.030261917039752007,0.09947045147418976,0.11613120138645172,0.07940828800201416,0.26101380586624146,0.30473217368125916
step9000,512,1024,0,21825, clones,2,0,45,0.04999614506959915,0.16498567163944244,0.19188253581523895,0.13119156658649445,0.4329279661178589,0.5035062432289124
step9000,512,1024,0,21825, clones,2,0,46,0.07186578214168549,0.23434856534004211,0.27247750759124756,0.18857823312282562,0.6149385571479797,0.7149901390075684
step9000,512,1024,0,21825, clones,2,0,47,0.09202813357114792,0.30107250809669495,0.3505004644393921,0.24148492515087128,0.7900243997573853,0.9197250008583069
step9000,512,1024,0,21825, clones,2,0,48,0.11091355234384537,0.36275553703308105,0.42210960388183594,0.29104089736938477,0.9518827199935913,1.1076297760009766
step9000,512,1024,0,21825, clones,2,0,49,0.12788549065589905,0.41567447781562805,0.48451143503189087,0.3355758488178253,1.090743899345398,1.2713743448257446
step9000,512,1024,0,21825, clones,2,0,50,0.14154130220413208,0.45570313930511475,0.5390586853027344,0.371409147977829,1.1957803964614868,1.4145081043243408
step9000,512,1024,0,21825, clones,2,0,51,0.1531011164188385,0.49617859721183777,0.5810856819152832,0.40174248814582825,1.3019894361495972,1.5247883796691895
step9000,512,1024,0,21825, clones,2,0,52,0.16132286190986633,0.5157086849212646,0.611854076385498,0.42331662774086,1.3532369136810303,1.6055257320404053
step9000,512,1024,0,21825, clones,2,0,53,0.1654871553182602,0.527432382106781,0.629852294921875,0.4342438578605652,1.3840004205703735,1.6527535915374756
step9000,512,1024,0,21825, clones,2,0,54,0.16738282144069672,0.5314645767211914,0.6339808106422424,0.4392181634902954,1.3945809602737427,1.663586974143982
step9000,512,1024,0,21825, clones,2,0,55,0.1643916666507721,0.5232285261154175,0.62642902135849,0.43136927485466003,1.3729692697525024,1.6437708139419556
step9000,512,1024,0,21825, clones,2,0,56,0.159287691116333,0.5035181641578674,0.6039420962333679,0.4179762601852417,1.3212486505508423,1.5847643613815308
step9000,512,1024,0,21825, clones,2,0,57,0.1498396247625351,0.4756811857223511,0.5711844563484192,0.39318421483039856,1.2482035160064697,1.4988073110580444
step9000,512,1024,0,21825, clones,2,0,58,0.13855275511741638,0.4361770749092102,0.5255173444747925,0.3635670840740204,1.1445432901382446,1.37897527217865
step9000,512,1024,0,21825, clones,2,0,59,0.12375392764806747,0.38936343789100647,0.46927976608276367,0.32473447918891907,1.021702766418457,1.2314059734344482
step9000,512,1024,0,21825, clones,2,0,60,0.10662367194890976,0.33571189641952515,0.4049508273601532,0.27978411316871643,0.8809192776679993,1.0626046657562256
step9000,512,1024,0,21825, clones,2,0,61,0.08769106864929199,0.27574288845062256,0.3329786956310272,0.23010431230068207,0.7235586047172546,0.8737472891807556
step9000,512,1024,0,21825, clones,2,0,62,0.0678396001458168,0.21282954514026642,0.2570364773273468,0.1780133992433548,0.5584719181060791,0.6744723916053772
step9000,512,1024,0,21825, clones,2,0,63,0.048146769404411316,0.15140269696712494,0.18288078904151917,0.12633875012397766,0.3972857892513275,0.4798853397369385
step9000,512,1024,0,21825, clones,2,0,64,0.03383402153849602,0.1038726344704628,0.12460149824619293,0.08878161013126373,0.2725653052330017,0.3269585371017456
step9000,512,1024,0,21825, clones,2,0,65,0.03187781199812889,0.09856917709112167,0.11633001267910004,0.0836484506726265,0.2586488425731659,0.30525386333465576
step9000,512,1024,0,21825, clones,2,0,66,0.04538004845380783,0.14075900614261627,0.16367456316947937,0.11907877773046494,0.3693563640117645,0.42948755621910095
step9000,512,1024,0,21825, clones,2,0,67,0.0644221380352974,0.20100870728492737,0.23203079402446747,0.16904586553573608,0.5274536609649658,0.6088566184043884
step9000,512,1024,0,21825, clones,2,0,68,0.08468014746904373,0.2628673315048218,0.30352020263671875,0.2222035527229309,0.6897727251052856,0.796447217464447
step9000,512,1024,0,21825, clones,2,0,69,0.10364920645952225,0.3205832540988922,0.3719979226589203,0.2719790041446686,0.841221272945404,0.9761350750923157
step9000,512,1024,0,21825, clones,2,0,70,0.12158404290676117,0.3731546998023987,0.433860719203949,0.3190406262874603,0.979170560836792,1.138465166091919
step9000,512,1024,0,21825, clones,2,0,71,0.13682499527931213,0.4210931360721588,0.4893394112586975,0.35903340578079224,1.1049625873565674,1.2840430736541748
step9000,512,1024,0,21825, clones,2,0,72,0.14934979379177094,0.45986008644104004,0.5343931913375854,0.39189890027046204,1.206688404083252,1.4022657871246338
step9000,512,1024,0,21825, clones,2,0,73,0.15921039879322052,0.48646196722984314,0.5683368444442749,0.41777345538139343,1.276492714881897,1.4913350343704224
step9000,512,1024,0,21825, clones,2,0,74,0.1656559854745865,0.501643180847168,0.5921896696090698,0.43468689918518066,1.3163286447525024,1.553925633430481
step9000,512,1024,0,21825, clones,2,0,75,0.16823455691337585,0.5153902769088745,0.6024073362350464,0.44145315885543823,1.352401614189148,1.5807371139526367
step9000,512,1024,0,21825, clones,2,0,76,0.1685187816619873,0.507411777973175,0.6018194556236267,0.4421989619731903,1.331465482711792,1.5791945457458496
step9000,512,1024,0,21825, clones,2,0,77,0.164098858833313,0.49414968490600586,0.5884718298912048,0.43060094118118286,1.2966654300689697,1.5441699028015137
step9000,512,1024,0,21825, clones,2,0,78,0.15761399269104004,0.47259676456451416,0.5624799728393555,0.413584440946579,1.2401098012924194,1.475966453552246
