checkpoint,training_step,dynamic_step,window_start,window_end,checkpoint_loss,token_count,spectral_radius_median,spectral_radius_min,spectral_radius_max,spectral_abscissa_median,spectral_abscissa_min,spectral_abscissa_max,operator_norm_2_median,operator_norm_2_min,operator_norm_2_max,jacobian_frobenius_norm_median,jacobian_frobenius_norm_min,jacobian_frobenius_norm_max
step25000,25000,1024,768,1024,3.5724779262537356,4,1.0056151151657104,0.9875071048736572,1.0095348358154297,1.0040913224220276,0.9875071048736572,1.0092676877975464,1.80491703748703,1.7277476787567139,1.87539803981781,15.325134754180908,14.815739631652832,15.677608489990234
step29000,29000,256,0,256,3.5334199187523554,4,1.0043916404247284,0.9921509623527527,1.0182780027389526,0.9866178035736084,0.9715038537979126,1.0032124519348145,1.834372103214264,1.8011237382888794,1.8615484237670898,15.49179983139038,15.30013656616211,15.651358604431152
step29000,29000,512,256,512,3.5334199187523554,4,0.951889306306839,0.9395027756690979,0.9636942148208618,0.9411488175392151,0.931970477104187,0.944951593875885,1.7527438402175903,1.7487949132919312,1.7543243169784546,14.881044864654541,14.826863288879395,14.92095947265625
step29000,29000,768,512,768,3.5334199187523554,4,1.027125597000122,1.0113277435302734,1.0404090881347656,1.0186205506324768,1.0093268156051636,1.0252721309661865,1.8425731658935547,1.8110284805297852,1.871975302696228,15.556302547454834,15.35997486114502,15.723414421081543
step29000,29000,1024,768,1024,3.5334199187523554,4,1.0089798867702484,0.9868609309196472,1.0251356363296509,0.9938194155693054,0.9679311513900757,1.010419249534607,1.8513429164886475,1.8266372680664062,1.869404911994934,15.59436559677124,15.442488670349121,15.711533546447754
step33000,33000,256,0,256,3.533059792225391,4,1.038013219833374,0.988862156867981,1.0998448133468628,1.0367072820663452,0.988862156867981,1.0892831087112427,2.1100893020629883,2.05354905128479,2.377213478088379,15.977449893951416,15.397278785705566,16.630884170532227
step33000,33000,512,256,512,3.533059792225391,4,1.0448923707008362,0.9911567568778992,1.0977116823196411,1.044551968574524,0.9911567568778992,1.0977116823196411,2.061375141143799,1.8551075458526611,2.1530144214630127,15.697558879852295,15.32155704498291,16.271621704101562
step33000,33000,768,512,768,3.533059792225391,4,1.0178057551383972,0.9816811680793762,1.0468319654464722,1.0178057551383972,0.9698392152786255,1.0468319654464722,2.05064058303833,1.9003616571426392,2.147770404815674,15.405483722686768,15.236361503601074,15.658015251159668
step33000,33000,1024,768,1024,3.533059792225391,4,1.0326921343803406,1.0001075267791748,1.0788109302520752,1.0233250856399536,1.0001075267791748,1.0788109302520752,2.106325149536133,1.9632617235183716,2.2409727573394775,15.681220054626465,15.551276206970215,15.887742042541504
step37000,37000,256,0,256,3.5226761522799044,4,1.0093258619308472,0.9844517707824707,1.037688136100769,1.0037675499916077,0.9844517707824707,1.034833550453186,2.2502142190933228,2.148419141769409,2.38246750831604,15.722283363342285,15.394613265991211,16.183317184448242
step37000,37000,512,256,512,3.5226761522799044,4,1.0109251141548157,1.001601219177246,1.023661732673645,1.0109251141548157,1.001601219177246,1.023661732673645,2.268708109855652,2.252755641937256,2.3443565368652344,15.544246673583984,15.371642112731934,15.693340301513672
step37000,37000,768,512,768,3.5226761522799044,4,1.0371631979942322,0.9846439957618713,1.0484321117401123,1.0208596587181091,0.9846439957618713,1.0452971458435059,2.332732319831848,2.223203420639038,2.3497486114501953,16.062024116516113,15.50150203704834,16.263172149658203
step37000,37000,1024,768,1024,3.5226761522799044,4,1.010407269001007,1.0008059740066528,1.026462435722351,1.010407269001007,1.0008059740066528,1.026462435722351,2.258663296699524,2.2334587574005127,2.265688419342041,15.568256378173828,15.401753425598145,15.680533409118652
step41000,41000,256,0,256,3.543408486195167,4,1.045397698879242,0.9975683689117432,1.0780924558639526,1.045397698879242,0.9918950796127319,1.078088402748108,2.14422345161438,1.875881314277649,4.402866363525391,15.362835884094238,15.197677612304688,16.091976165771484
step41000,41000,512,256,512,3.543408486195167,4,1.0619340538978577,0.9794824123382568,1.1131823062896729,1.0619340538978577,0.979141116142273,1.1131823062896729,2.1611727476119995,1.9994027614593506,4.455026149749756,15.472589015960693,14.820999145507812,16.091432571411133
step41000,41000,768,512,768,3.543408486195167,4,1.046521544456482,0.9940376877784729,1.091585397720337,1.046521544456482,0.9912773370742798,1.091585397720337,2.1537028551101685,1.8715100288391113,4.428879737854004,15.366211414337158,15.192292213439941,16.093994140625
step41000,41000,1024,768,1024,3.543408486195167,4,1.0653401613235474,0.9784286022186279,1.125187873840332,1.0653401613235474,0.9780784845352173,1.125187873840332,2.164306879043579,2.0135080814361572,4.462454795837402,15.483375072479248,14.827733993530273,16.09091567993164
step53000,53000,256,0,256,3.5235889469518455,4,0.9890788793563843,0.9735939502716064,1.0946166515350342,0.9803387820720673,0.962710976600647,1.0946166515350342,2.68490207195282,2.3332364559173584,4.110595703125,14.820916652679443,14.590941429138184,15.599946975708008
step53000,53000,512,256,512,3.5235889469518455,4,1.0201393365859985,0.9737532734870911,1.08100163936615,1.0095288753509521,0.9669133424758911,1.0727152824401855,4.3144447803497314,2.2118420600891113,4.932819843292236,14.979377269744873,14.438444137573242,15.769075393676758
step53000,53000,768,512,768,3.5235889469518455,4,1.001984566450119,0.975220263004303,1.0692708492279053,1.001984566450119,0.9730554223060608,1.0615900754928589,2.203733444213867,1.8397741317749023,4.439669609069824,14.49698781967163,14.182878494262695,15.017173767089844
step53000,53000,1024,768,1024,3.5235889469518455,4,1.0689432621002197,0.9513950347900391,1.1185704469680786,1.059111475944519,0.9513950347900391,1.107009768486023,4.6662209033966064,1.7662042379379272,5.14475679397583,15.245315074920654,14.033947944641113,15.3875093460083
step57000,57000,256,0,256,3.5225041634212024,4,0.9932277798652649,0.9840959906578064,1.1498336791992188,0.990891695022583,0.9819879531860352,1.1498336791992188,2.4192625284194946,2.2750802040100098,4.711311340332031,14.768138885498047,14.652073860168457,15.096478462219238
step57000,57000,512,256,512,3.5225041634212024,4,0.9644792079925537,0.9606555700302124,0.9716551303863525,0.9644792079925537,0.9606555700302124,0.9716551303863525,1.8321431875228882,1.7795710563659668,4.662717342376709,13.869438648223877,13.089716911315918,13.889891624450684
step57000,57000,768,512,768,3.5225041634212024,4,1.0665563941001892,0.9891164302825928,1.1738808155059814,1.0665563941001892,0.9862461090087891,1.1738808155059814,4.761847257614136,2.310547351837158,6.256336688995361,15.199692726135254,14.71621036529541,15.611407279968262
step57000,57000,1024,768,1024,3.5225041634212024,4,0.9658582806587219,0.9393635392189026,0.9865301847457886,0.9658582806587219,0.9393635392189026,0.9865301847457886,1.8352280259132385,1.7290421724319458,1.9333685636520386,13.866955757141113,13.632380485534668,13.987593650817871
step61000,61000,256,0,256,3.5334854879685467,4,0.8999046981334686,0.8999028205871582,0.899904727935791,0.8999046981334686,0.8999028205871582,0.899904727935791,1.9082613587379456,1.908247470855713,1.9082740545272827,13.383196830749512,13.383195877075195,13.383196830749512
step61000,61000,512,256,512,3.5334854879685467,4,0.8999068140983582,0.8999040722846985,0.8999080061912537,0.8999068140983582,0.8999040722846985,0.8999080061912537,1.908277988433838,1.9082685708999634,1.9082940816879272,13.383194923400879,13.383194923400879,13.383195877075195
step61000,61000,768,512,768,3.5334854879685467,4,0.8999053537845612,0.8999042510986328,0.8999062776565552,0.8999053537845612,0.8999042510986328,0.8999062776565552,1.9082697629928589,1.9082497358322144,1.9082735776901245,13.383195877075195,13.383194923400879,13.383195877075195
step61000,61000,1024,768,1024,3.5334854879685467,4,0.8999046385288239,0.8999037146568298,0.8999054431915283,0.8999046385288239,0.8999037146568298,0.8999054431915283,1.9082506895065308,1.9082283973693848,1.908274531364441,13.383195877075195,13.383195877075195,13.383195877075195
