active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,pca_summary_value,pca_summary_next
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.000488697667606175,direct,fixed_random,14.377856254577637,14.494991302490234,1.0,0,128,1137.3548583984375,11.960592269897461,0,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-11.792675379589847,-10.782024125304126
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0004352764808572829,direct,fixed_random,14.27889633178711,14.377856254577637,1.0,0,128,1137.8565673828125,11.07025146484375,1,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-10.782024125304126,-9.81023872692064
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00041849890840239823,direct,fixed_random,14.196298599243164,14.27889633178711,1.0,0,128,1138.302978515625,10.200425148010254,2,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-9.81023872692064,-8.889069584646773
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0003645848191808909,direct,fixed_random,14.128250122070312,14.196298599243164,1.0,0,128,1138.702392578125,9.366852760314941,3,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-8.889069584646773,-8.025919250054509
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0003479385923128575,direct,fixed_random,14.072983741760254,14.128250122070312,1.0,0,128,1139.0618896484375,8.580155372619629,4,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-8.025919250054509,-7.224219656152485
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00033796761999838054,direct,fixed_random,14.028827667236328,14.072983741760254,1.0,0,128,1139.3878173828125,7.846425533294678,5,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-7.224219656152485,-6.4845801976327655
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00032509511220268905,direct,fixed_random,13.994231224060059,14.028827667236328,1.0,0,128,1139.684814453125,7.168083667755127,6,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-6.4845801976327655,-5.805539238873099
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00031095329904928803,direct,fixed_random,13.967787742614746,13.994231224060059,1.0,0,128,1139.956298828125,6.544868469238281,7,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-5.805539238873099,-5.184111370293009
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0002909531176555902,direct,fixed_random,13.948232650756836,13.967787742614746,1.0,0,128,1140.204833984375,5.974562168121338,8,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-5.184111370293009,-4.616389208178702
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0002710536355152726,direct,fixed_random,13.934416770935059,13.948232650756836,1.0,0,128,1140.4326171875,5.453820705413818,9,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-4.616389208178702,-4.098331748400816
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00026001216610893607,direct,fixed_random,13.925348281860352,13.934416770935059,1.0,0,128,1140.6409912109375,4.9788312911987305,10,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-4.098331748400816,-3.6256932118509337
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00024345627753064036,direct,fixed_random,13.920154571533203,13.925348281860352,1.0,0,128,1140.8314208984375,4.5456085205078125,11,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-3.6256932118509337,-3.1946284281858333
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00022582946985494345,direct,fixed_random,13.918067932128906,13.920154571533203,1.0,0,128,1141.0045166015625,4.150269985198975,12,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-3.1946284281858333,-2.801319843014488
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00023301552573684603,direct,fixed_random,13.918463706970215,13.918067932128906,1.0,0,128,1141.16162109375,3.7892420291900635,13,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-2.801319843014488,-2.442526205054337
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00020812444563489407,direct,fixed_random,13.920801162719727,13.918463706970215,1.0,0,128,1141.303466796875,3.4593350887298584,14,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-2.442526205054337,-2.115001170629987
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00018858586554415524,direct,fixed_random,13.924627304077148,13.920801162719727,1.0,0,128,1141.431396484375,3.1575868129730225,15,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-2.115001170629987,-1.8161948567323434
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001792345428839326,direct,fixed_random,13.929563522338867,13.924627304077148,1.0,0,128,1141.5458984375,2.8814544677734375,16,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-1.8161948567323434,-1.543519943522218
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00017590173229109496,direct,fixed_random,13.935323715209961,13.929563522338867,1.0,0,128,1141.648193359375,2.628634452819824,17,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-1.543519943522218,-1.2948679837723498
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00018221218488179147,direct,fixed_random,13.941646575927734,13.935323715209961,1.0,0,128,1141.7391357421875,2.397196054458618,18,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-1.2948679837723498,-1.0681724123658447
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001722376182442531,direct,fixed_random,13.948343276977539,13.941646575927734,1.0,0,128,1141.819580078125,2.185253381729126,19,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-1.0681724123658447,-0.86156259611845
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001516323973191902,direct,fixed_random,13.955245971679688,13.948343276977539,1.0,0,128,1141.8907470703125,1.991269826889038,20,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.86156259611845,-0.6734761299548607
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00017626267799641937,direct,fixed_random,13.962238311767578,13.955245971679688,1.0,0,128,1141.953125,1.813759446144104,21,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.6734761299548607,-0.5022221629514879
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001693745143711567,direct,fixed_random,13.969217300415039,13.962238311767578,1.0,0,128,1142.0079345703125,1.6513780355453491,22,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.5022221629514879,-0.34652857314826085
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001659906265558675,direct,fixed_random,13.976107597351074,13.969217300415039,1.0,0,128,1142.0556640625,1.5029503107070923,23,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.34652857314826085,-0.2050499375232203
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00014257238944992423,direct,fixed_random,13.982856750488281,13.976107597351074,1.0,0,128,1142.09716796875,1.367362141609192,24,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.2050499375232203,-0.07664030124896022
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.0001508910208940506,direct,fixed_random,13.989418029785156,13.982856750488281,1.0,0,128,1142.133056640625,1.2436197996139526,25,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,-0.07664030124896022,0.03988799183871854
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00013532646698877215,direct,fixed_random,13.995750427246094,13.989418029785156,1.0,0,128,1142.1640625,1.130731463432312,26,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,0.03988799183871854,0.14552056708676084
6272,128,0,64,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,128,qwen_dynamical_edge_normal_long,0be219064d7f2de285c4637dbbf99d87feb1bdfb,"[1, 128, 896]",inputs_embeds,paper_style_feedback_dynamics,Qwen/Qwen2.5-0.5B,0.00014211121015250683,direct,fixed_random,14.001848220825195,13.995750427246094,1.0,0,128,1142.190673828125,1.0278284549713135,27,final_hidden,2026-07-10T15:12:24.317889+00:00,nonpad_flattened,Qwen/Qwen2.5-0.5B,0.14552056708676084,0.24121039720535833
