active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,section_value,crossing_order
98304,64,3,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00034763076109811664,direct,fixed_random,-10.605086326599121,-10.605087280273438,1.0,3,128,3627.321533203125,0.00028856421704404056,60,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,2
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.0002939628320746124,direct,fixed_random,-13.194831848144531,-13.194833755493164,1.0,4,128,2884.47802734375,0.0005258293240331113,11,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,0
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.000289075484033674,direct,fixed_random,-13.194828033447266,-13.194829940795898,1.0,4,128,2884.47802734375,0.0002211397368228063,17,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,1
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00022813717077951878,direct,fixed_random,-13.194828987121582,-13.194828033447266,1.0,4,128,2884.47802734375,0.0002244519564555958,20,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,2
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.0002868461888283491,direct,fixed_random,-13.194829940795898,-13.194828033447266,1.0,4,128,2884.47802734375,0.0002469539176672697,26,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,3
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00027940678410232067,direct,fixed_random,-13.194828033447266,-13.194828987121582,1.0,4,128,2884.47802734375,0.00023293314734473825,29,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,4
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00033268137485720217,direct,fixed_random,-13.194828033447266,-13.194828033447266,1.0,4,128,2884.47802734375,0.00022533467563334852,31,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,5
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00024805249995552003,direct,fixed_random,-13.194829940795898,-13.194829940795898,1.0,4,128,2884.47802734375,0.0002532065846025944,39,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,6
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00029107541195116937,direct,fixed_random,-13.194829940795898,-13.194831848144531,1.0,4,128,2884.47802734375,0.0002311826538061723,46,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,7
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.0002745523815974593,direct,fixed_random,-13.194829940795898,-13.194829940795898,1.0,4,128,2884.47802734375,0.00022664264542981982,52,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,8
62208,64,4,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.0002729386033024639,direct,fixed_random,-13.194828987121582,-13.194828987121582,1.0,4,128,2884.47802734375,0.00023058416263666004,57,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.000244140625,9
22272,64,7,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.00016350708028767258,direct,fixed_random,15.631821632385254,15.631820678710938,1.0,7,128,1724.6658935546875,0.0003114928549621254,11,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.0001220703125,0
22272,64,7,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,gpt2_dynamical_edge_normal,af125240938fafbe41b2eb787f4e20ef303ef173,"[1, 128, 768]",inputs_embeds,paper_style_feedback_dynamics,gpt2,0.0001565798738738522,direct,fixed_random,15.631816864013672,15.631817817687988,1.0,7,128,1724.6658935546875,0.00011528074537636712,19,final_hidden,2026-07-10T15:01:49.654902+00:00,nonpad_flattened,gpt2,0.0001220703125,1
