active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,logit_temperature,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,pca_summary_value,pca_summary_next
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.007444663904607296,direct,fixed_random,-0.020661599934101105,-0.020219920203089714,1.0,0,64,1.1805492639541626,0.5236797332763672,0,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.5452053325611432,-0.5567502849115848
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.03687167912721634,direct,fixed_random,-0.014964721165597439,-0.020661599934101105,1.0,0,64,1.2555482387542725,0.5726686716079712,1,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.5567502849115848,-0.4965560513428262
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0859895646572113,direct,fixed_random,-0.02673674188554287,-0.014964721165597439,1.0,0,64,1.2234127521514893,0.5290184020996094,2,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.4965560513428262,-0.565552953438924
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.13178718090057373,direct,fixed_random,-0.022060759365558624,-0.02673674188554287,1.0,0,64,1.239974021911621,0.6547491550445557,3,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.565552953438924,-0.21119850250116048
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.339629203081131,direct,fixed_random,-0.022160464897751808,-0.022060759365558624,1.0,0,64,1.284098744392395,0.3710205554962158,4,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.21119850250116048,-0.5277204212231039
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.1581362932920456,direct,fixed_random,-0.019257811829447746,-0.022160464897751808,1.0,0,64,1.2006295919418335,0.6208682656288147,5,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.5277204212231039,-0.47139467491799686
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.12827418744564056,direct,fixed_random,-0.020734837278723717,-0.019257811829447746,1.0,0,64,1.2008028030395508,0.5261508226394653,6,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.47139467491799686,-0.46476386830155547
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.15422430634498596,direct,fixed_random,-0.019880173727869987,-0.020734837278723717,1.0,0,64,1.1926745176315308,0.5364919900894165,7,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.46476386830155547,-0.3264633305219611
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.3889616131782532,direct,fixed_random,-0.027070283889770508,-0.019880173727869987,1.0,0,64,1.2078131437301636,0.5440377593040466,8,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.3264633305219611,-0.2294624609137188
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5116252303123474,direct,fixed_random,-0.02891022339463234,-0.027070283889770508,1.0,0,64,1.2537487745285034,0.5223733186721802,9,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.2294624609137188,-0.21310762124027502
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.4108791649341583,direct,fixed_random,-0.028633181005716324,-0.02891022339463234,1.0,0,64,1.3129805326461792,0.4329174757003784,10,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.21310762124027502,0.1711122258110807
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.509200930595398,direct,fixed_random,-0.028607945889234543,-0.028633181005716324,1.0,0,64,1.3087393045425415,0.01915622688829899,11,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.1711122258110807,0.2202315176396356
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5676767230033875,direct,fixed_random,-0.028606504201889038,-0.028607945889234543,1.0,0,64,1.3082141876220703,0.00170535733923316,12,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.2202315176396356,0.2433756206910559
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.6037877798080444,direct,fixed_random,-0.02860603854060173,-0.028606504201889038,1.0,0,64,1.3081718683242798,0.00012205670645926148,13,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.2433756206910559,0.23415493647349098
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5884577035903931,direct,fixed_random,-0.028606468811631203,-0.02860603854060173,1.0,0,64,1.3081691265106201,2.152472188754473e-05,14,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.23415493647349098,0.21153411753835324
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5511586666107178,direct,fixed_random,-0.028605986386537552,-0.028606468811631203,1.0,0,64,1.3081691265106201,1.5087905921973288e-05,15,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.21153411753835324,0.3173124901598348
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.7255427241325378,direct,fixed_random,-0.028605565428733826,-0.028605986386537552,1.0,0,64,1.3081700801849365,2.0718223822768778e-05,16,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3173124901598348,0.1306803900505574
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.41787177324295044,direct,fixed_random,-0.028605759143829346,-0.028605565428733826,1.0,0,64,1.3081640005111694,1.543664802738931e-05,17,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.1306803900505574,0.18433367047093835
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5063158273696899,direct,fixed_random,-0.028605898842215538,-0.028605759143829346,1.0,0,64,1.308165192604065,1.2499763215600979e-05,18,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.18433367047093835,0.21922127292887633
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5638308525085449,direct,fixed_random,-0.02860628440976143,-0.028605898842215538,1.0,0,64,1.308166742324829,1.4577212823496666e-05,19,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.21922127292887633,0.24331803343303995
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.6035513877868652,direct,fixed_random,-0.028606140986084938,-0.02860628440976143,1.0,0,64,1.3081715106964111,1.2786640581907704e-05,20,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.24331803343303995,0.25314048153874336
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.6197425723075867,direct,fixed_random,-0.028605956584215164,-0.028606140986084938,1.0,0,64,1.3081663846969604,1.1036057912860997e-05,21,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.25314048153874336,0.21634419130977448
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5590786337852478,direct,fixed_random,-0.028606053441762924,-0.028605956584215164,1.0,0,64,1.30816650390625,7.349362476816168e-06,22,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.21634419130977448,0.3024698975282696
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.7010612487792969,direct,fixed_random,-0.028606100007891655,-0.028606053441762924,1.0,0,64,1.3081657886505127,9.804558430914767e-06,23,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3024698975282696,0.10684672002311474
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.37857282161712646,direct,fixed_random,-0.02860639989376068,-0.028606100007891655,1.0,0,64,1.308167815208435,9.191287063003983e-06,24,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.10684672002311474,0.18149818852440594
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5016375780105591,direct,fixed_random,-0.028605950996279716,-0.02860639989376068,1.0,0,64,1.30817449092865,1.0906639545282815e-05,25,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.18149818852440594,0.2160516044883543
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.558605968952179,direct,fixed_random,-0.02860608696937561,-0.028605950996279716,1.0,0,64,1.3081672191619873,1.4924175047781318e-05,26,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.2160516044883543,0.24077756343634588
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5993730425834656,direct,fixed_random,-0.028606075793504715,-0.02860608696937561,1.0,0,64,1.3081637620925903,1.904187047330197e-05,27,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.24077756343634588,0.2660710136773882
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.6410626769065857,direct,fixed_random,-0.028606407344341278,-0.028606075793504715,1.0,0,64,1.3081578016281128,1.2770564353559166e-05,28,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.2660710136773882,0.23181629124383316
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.5845911502838135,direct,fixed_random,-0.02860596589744091,-0.028606407344341278,1.0,0,64,1.3081645965576172,1.2126178262406029e-05,29,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.23181629124383316,0.30230867441984627
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.7008087635040283,direct,fixed_random,-0.02860638126730919,-0.02860596589744091,1.0,0,64,1.3081656694412231,2.0049186787218787e-05,30,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.30230867441984627,0.11557660048731071
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.24917098879814148,direct,fixed_random,-0.04596111178398132,-0.046466514468193054,1.0,1,64,3.845823287963867,3.7265784740448,0,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-2.60725946438745,-1.9931356213811267
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.8655849695205688,direct,fixed_random,-0.05535568296909332,-0.04596111178398132,1.0,1,64,3.767259359359741,3.7115213871002197,1,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-1.9931356213811267,-1.2733309528898213
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,1.5938400030136108,direct,fixed_random,-0.03453011065721512,-0.05535568296909332,1.0,1,64,3.7774431705474854,3.7104110717773438,2,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-1.2733309528898213,-0.7063065960063998
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.1223690509796143,direct,fixed_random,-0.05103619024157524,-0.03453011065721512,1.0,1,64,3.742060422897339,3.4153199195861816,3,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m,-0.7063065960063998,-0.6080489628153518
