experiment,model,checkpoint,sequence_length,sample_index,active_dim,normalized_frobenius_geomean,normalized_frobenius_mean,edge_distance_log,phase_label,diverged,collapsed,burn_in_steps,eval_steps,frobenius_eval_states,frobenius_probes,operator_update,target,token_mode
pythia_embedding_expectation_temp05,EleutherAI/pythia-70m,main,64,0,3584,0.07484833930345446,0.07486023381352425,2.592291355357231,sensitive_or_chaotic_like,0,0,8,32,2,2,direct,embedding_expectation,nonpad_flattened
pythia_embedding_expectation_temp05,EleutherAI/pythia-70m,main,64,1,32768,0.6112947197019878,0.6116355657577515,0.4921760798025489,sensitive_or_chaotic_like,0,0,8,32,2,2,direct,embedding_expectation,nonpad_flattened
