active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,lag_distance_mean,lag_distance_min,lag_distance_std,lag_window,logit_temperature,method,model,nearby_growth_ratio,nearby_log_growth_per_step,operator_update,residual_alpha,sample_index,sequence_length,target,timestamp,token_mode,tokenizer
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.17198513448238373,7.349362476816168e-06,0.25170332193374634,1,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,52.78629491645053,0.12394536222008817,direct,1.0,0,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.15684957802295685,9.026289262692444e-06,0.22490103542804718,2,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,52.78629491645053,0.12394536222008817,direct,1.0,0,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.19157464802265167,8.18683565739775e-06,0.2622627317905426,4,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,52.78629491645053,0.12394536222008817,direct,1.0,0,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.23421864211559296,1.3155746273696423e-05,0.2826325595378876,8,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,52.78629491645053,0.12394536222008817,direct,1.0,0,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,0.3583039939403534,1.5184842595772352e-05,0.28591158986091614,16,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,52.78629491645053,0.12394536222008817,direct,1.0,0,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,3.293125629425049,2.5588951110839844,0.33824843168258667,1,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,11.985843923140765,0.07761644626107539,direct,1.0,1,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.5226423740386963,1.833253026008606,0.3585522472858429,2,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,11.985843923140765,0.07761644626107539,direct,1.0,1,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.8059427738189697,2.269932746887207,0.24433152377605438,4,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,11.985843923140765,0.07761644626107539,direct,1.0,1,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.8442389965057373,2.3442423343658447,0.304551899433136,8,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,11.985843923140765,0.07761644626107539,direct,1.0,1,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp05,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.830838441848755,2.3740198612213135,0.22701281309127808,16,0.5,paper_style_feedback_dynamics,EleutherAI/pythia-70m,11.985843923140765,0.07761644626107539,direct,1.0,1,64,embedding_expectation,2026-07-11T00:11:37.373628+00:00,nonpad_flattened,EleutherAI/pythia-70m
