experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_dynamical_edge_metrics_small,EleutherAI/pythia-70m,main,64,direct,final_hidden,nonpad_flattened,4,0.4643393767286,0.46429883776654,0.7671412425358467,0.0,0.0
