active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,method,model,nearby_distance,operator_update,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,section_value,crossing_order
3584,16,0,4,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,16,pythia_dynamical_edge_metrics_smoke,8d357f14794a20029ca3c919ede79629908f598a,"[1, 32, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.00015463828458450735,direct,1.0,0,32,1192.60498046875,1.4307332038879395,8,final_hidden,2026-07-09T12:06:29.625999+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.06939697265625,0
16384,16,1,4,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,16,pythia_dynamical_edge_metrics_smoke,8d357f14794a20029ca3c919ede79629908f598a,"[1, 32, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0006033912068232894,direct,1.0,1,32,2549.82373046875,3.2801148891448975,8,final_hidden,2026-07-09T12:06:29.625999+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.1578369140625,0
