experiment,model,checkpoint,sequence_length,sample_index,active_dim,normalized_frobenius_geomean,normalized_frobenius_mean,edge_distance_log,phase_label,diverged,collapsed,burn_in_steps,eval_steps,frobenius_eval_states,frobenius_probes,operator_update,target,token_mode
pythia_dynamical_edge_metrics_smoke,EleutherAI/pythia-70m,main,32,0,3584,0.46508939079339734,0.46508949995040894,0.7655256536048177,bounded_nonfixed_like,0,0,4,16,2,2,direct,final_hidden,nonpad_flattened
pythia_dynamical_edge_metrics_smoke,EleutherAI/pythia-70m,main,32,1,16384,0.46392905582877586,0.46392905712127686,0.7680236353665493,bounded_nonfixed_like,0,0,4,16,2,2,direct,final_hidden,nonpad_flattened
