experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_dynamical_edge_small,EleutherAI/pythia-70m,main,64,direct,final_hidden,nonpad_flattened,4,0.4651475080551518,0.4648702219233624,0.7654041608125954,0.0,0.0
