output_scale,samples,frobenius_mean,frobenius_std,edge_distance_mean,nearby_log_growth_mean,final_step_delta_mean,diverged_fraction,collapsed_fraction
1.0,4,0.4644143799198921,0.0008960063778977319,0.7669794609580181,-0.0019142742443342632,0.00010945982103294227,0.0,0.0
2.0,4,0.5047558361851319,0.00039732056292274547,0.6836806916779391,-0.005520638729833591,7.365953115368029e-05,0.0,0.0
2.5,4,0.5128072936782444,0.0003122449680704914,0.6678552892627444,-0.006681472313359015,0.00012442911520338384,0.0,0.0
