experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_dynamical_edge_projection64,EleutherAI/pythia-70m,main,64,direct,final_hidden,nonpad_flattened,2,0.46421693237118167,0.46421693237118167,0.7674049850203135,0.0,0.0
