checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,spectral_radius,operator_norm_2,jacobian_frobenius_norm,runtime_seconds,proof_pile2_test_loss
step21000,21000,0,0,21825, clones,2,0,13.231226921081543,89.78746795654297,262.2481384277344,0.5722158923745155,3.882896642836313
step21000,21000,0,1,46808, trustworthy,3,1,11.38754940032959,57.227325439453125,220.16595458984375,0.5041880160570145,3.882896642836313
step21000,21000,0,2,23778, motive,8,2,14.987762451171875,98.38895416259766,314.3952331542969,0.5549699254333973,3.882896642836313
step21000,21000,0,3,42548, generosity,8,3,13.870878219604492,75.90310668945312,282.27899169921875,0.5166940167546272,3.882896642836313
step21000,21000,0,4,29254, critique,18,4,11.811776161193848,64.59210205078125,248.15211486816406,0.5563608631491661,3.882896642836313
step21000,21000,0,5,19211, cabinet,33,5,13.375840187072754,94.0768051147461,282.7345886230469,0.5639122389256954,3.882896642836313
step21000,21000,0,6,14290, documented,48,6,12.49945068359375,118.21780395507812,254.8093719482422,0.5640645623207092,3.882896642836313
step21000,21000,0,7,6574, miles,404,7,16.343305587768555,154.30516052246094,363.3591003417969,0.5610001347959042,3.882896642836313
step21000,21000,64,0,21825, clones,2,0,1.0834643840789795,2.7669506072998047,15.781129837036133,0.48977452516555786,3.882896642836313
step21000,21000,64,1,46808, trustworthy,3,1,1.0322613716125488,1.8536181449890137,15.805644035339355,0.5213810950517654,3.882896642836313
step21000,21000,64,2,23778, motive,8,2,1.085970163345337,1.8973618745803833,15.89284610748291,0.5417984649538994,3.882896642836313
step21000,21000,64,3,42548, generosity,8,3,1.056260108947754,2.9550137519836426,16.019744873046875,0.503705270588398,3.882896642836313
step21000,21000,64,4,29254, critique,18,4,1.098291277885437,1.880887508392334,16.039541244506836,0.5665721371769905,3.882896642836313
step21000,21000,64,5,19211, cabinet,33,5,1.0041019916534424,2.100003957748413,15.686288833618164,0.5524814650416374,3.882896642836313
step21000,21000,64,6,14290, documented,48,6,0.996801495552063,1.8996347188949585,15.75975513458252,0.5181858651340008,3.882896642836313
step21000,21000,64,7,6574, miles,404,7,1.0656832456588745,1.8974897861480713,16.375858306884766,0.5599504262208939,3.882896642836313
step21000,21000,128,0,21825, clones,2,0,1.065081000328064,1.7636628150939941,15.454565048217773,0.5580990202724934,3.882896642836313
step21000,21000,128,1,46808, trustworthy,3,1,1.0250294208526611,1.8620331287384033,15.715079307556152,0.47857101261615753,3.882896642836313
step21000,21000,128,2,23778, motive,8,2,1.03377366065979,1.9257408380508423,15.395882606506348,0.5322653762996197,3.882896642836313
step21000,21000,128,3,42548, generosity,8,3,1.0449986457824707,2.1060774326324463,15.982492446899414,0.5149114541709423,3.882896642836313
step21000,21000,128,4,29254, critique,18,4,1.1597950458526611,3.4504575729370117,16.7355899810791,0.5233629792928696,3.882896642836313
step21000,21000,128,5,19211, cabinet,33,5,1.0589258670806885,1.9536077976226807,16.05780601501465,0.5176194868981838,3.882896642836313
step21000,21000,128,6,14290, documented,48,6,1.0773299932479858,1.9108548164367676,16.184499740600586,0.5548618026077747,3.882896642836313
step21000,21000,128,7,6574, miles,404,7,1.0291309356689453,1.8089532852172852,15.605671882629395,0.5374144464731216,3.882896642836313
step21000,21000,192,0,21825, clones,2,0,1.0416502952575684,1.9376991987228394,16.205406188964844,0.5577947199344635,3.882896642836313
step21000,21000,192,1,46808, trustworthy,3,1,1.0376290082931519,1.897733449935913,15.86682415008545,0.5195098035037518,3.882896642836313
step21000,21000,192,2,23778, motive,8,2,1.0382874011993408,4.083485126495361,15.616044044494629,0.5351973511278629,3.882896642836313
step21000,21000,192,3,42548, generosity,8,3,1.045851230621338,1.9039716720581055,16.22982406616211,0.5057537779211998,3.882896642836313
step21000,21000,192,4,29254, critique,18,4,1.0138616561889648,1.871130108833313,15.482131004333496,0.5248427987098694,3.882896642836313
step21000,21000,192,5,19211, cabinet,33,5,1.0446116924285889,1.9012935161590576,16.024368286132812,0.4859824813902378,3.882896642836313
step21000,21000,192,6,14290, documented,48,6,1.0160237550735474,1.9110771417617798,15.909392356872559,0.5254939161241055,3.882896642836313
step21000,21000,192,7,6574, miles,404,7,1.0564428567886353,1.9639403820037842,15.986871719360352,0.542754739522934,3.882896642836313
step21000,21000,256,0,21825, clones,2,0,0.9987484812736511,1.8578569889068604,15.78960132598877,0.5143378637731075,3.882896642836313
step21000,21000,256,1,46808, trustworthy,3,1,1.0512412786483765,1.8957343101501465,15.754364967346191,0.5231937393546104,3.882896642836313
step21000,21000,256,2,23778, motive,8,2,1.1648112535476685,1.947521686553955,17.19159507751465,0.5425013117492199,3.882896642836313
step21000,21000,256,3,42548, generosity,8,3,1.054695963859558,1.8771541118621826,16.28404998779297,0.5415609404444695,3.882896642836313
step21000,21000,256,4,29254, critique,18,4,1.042435646057129,2.0883541107177734,15.713583946228027,0.4724634625017643,3.882896642836313
step21000,21000,256,5,19211, cabinet,33,5,1.0661453008651733,1.972340703010559,16.475112915039062,0.5666209310293198,3.882896642836313
step21000,21000,256,6,14290, documented,48,6,1.070103645324707,2.0405514240264893,16.83588981628418,0.502367377281189,3.882896642836313
step21000,21000,256,7,6574, miles,404,7,1.077913761138916,4.407249927520752,16.334135055541992,0.47967779263854027,3.882896642836313
step21000,21000,320,0,21825, clones,2,0,1.0480921268463135,1.8146947622299194,15.564751625061035,0.495616365224123,3.882896642836313
step21000,21000,320,1,46808, trustworthy,3,1,1.008408784866333,1.8002228736877441,15.639567375183105,0.5482448600232601,3.882896642836313
step21000,21000,320,2,23778, motive,8,2,1.0656883716583252,2.0847771167755127,16.050073623657227,0.5232544057071209,3.882896642836313
step21000,21000,320,3,42548, generosity,8,3,1.0254217386245728,1.8614792823791504,15.567811012268066,0.561128381639719,3.882896642836313
step21000,21000,320,4,29254, critique,18,4,1.033503770828247,1.8803205490112305,15.628561973571777,0.5364020392298698,3.882896642836313
step21000,21000,320,5,19211, cabinet,33,5,1.0779342651367188,1.9700819253921509,16.7898006439209,0.4994419105350971,3.882896642836313
step21000,21000,320,6,14290, documented,48,6,1.0584497451782227,1.8888248205184937,16.501203536987305,0.5267708413302898,3.882896642836313
