checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,spectral_radius,operator_norm_2,jacobian_frobenius_norm,runtime_seconds,proof_pile2_test_loss
step61000,61000,0,0,21825, clones,2,0,20.649471282958984,130.82705688476562,410.6582336425781,0.5513876937329769,3.8676920315575978
step61000,61000,0,1,46808, trustworthy,3,1,22.91571807861328,193.55393981933594,442.7857360839844,0.4818417802453041,3.8676920315575978
step61000,61000,0,2,23778, motive,8,2,21.817689895629883,161.3324737548828,477.7065734863281,0.4970886558294296,3.8676920315575978
step61000,61000,0,3,42548, generosity,8,3,18.615177154541016,154.70217895507812,387.9454650878906,0.5222985632717609,3.8676920315575978
step61000,61000,0,4,29254, critique,18,4,18.359220504760742,148.77052307128906,377.8731994628906,0.5302616991102695,3.8676920315575978
step61000,61000,0,5,19211, cabinet,33,5,19.58026885986328,133.51943969726562,421.0939636230469,0.4792073629796505,3.8676920315575978
step61000,61000,0,6,14290, documented,48,6,19.324115753173828,192.12408447265625,385.5671081542969,0.5234973169863224,3.8676920315575978
step61000,61000,0,7,6574, miles,404,7,21.841251373291016,150.5022735595703,458.5011901855469,0.49518880993127823,3.8676920315575978
step61000,61000,64,0,21825, clones,2,0,0.8999870419502258,1.9083466529846191,13.383358001708984,0.5050244256854057,3.8676920315575978
step61000,61000,64,1,46808, trustworthy,3,1,0.9000530242919922,1.9080790281295776,13.383035659790039,0.5138154327869415,3.8676920315575978
step61000,61000,64,2,23778, motive,8,2,0.8999786972999573,1.9082281589508057,13.383247375488281,0.49334294348955154,3.8676920315575978
step61000,61000,64,3,42548, generosity,8,3,0.8998932838439941,1.908682942390442,13.38366985321045,0.5406083576381207,3.8676920315575978
step61000,61000,64,4,29254, critique,18,4,0.8999927043914795,1.9082404375076294,13.38318157196045,0.5321196354925632,3.8676920315575978
step61000,61000,64,5,19211, cabinet,33,5,0.8999390006065369,1.9083470106124878,13.383288383483887,0.5435060113668442,3.8676920315575978
step61000,61000,64,6,14290, documented,48,6,0.9000630378723145,1.9079608917236328,13.382734298706055,0.5611377209424973,3.8676920315575978
step61000,61000,64,7,6574, miles,404,7,0.9001032710075378,1.9079309701919556,13.382671356201172,0.5580018199980259,3.8676920315575978
step61000,61000,128,0,21825, clones,2,0,0.8999045491218567,1.90824556350708,13.383194923400879,0.5410072132945061,3.8676920315575978
step61000,61000,128,1,46808, trustworthy,3,1,0.8999079465866089,1.9082727432250977,13.383194923400879,0.5307394117116928,3.8676920315575978
step61000,61000,128,2,23778, motive,8,2,0.8999048471450806,1.9082452058792114,13.383195877075195,0.5320683605968952,3.8676920315575978
step61000,61000,128,3,42548, generosity,8,3,0.8999058604240417,1.908260464668274,13.383194923400879,0.5406033508479595,3.8676920315575978
step61000,61000,128,4,29254, critique,18,4,0.8999036550521851,1.908260703086853,13.383195877075195,0.5430158860981464,3.8676920315575978
step61000,61000,128,5,19211, cabinet,33,5,0.8999057412147522,1.9082506895065308,13.383195877075195,0.5441515035927296,3.8676920315575978
step61000,61000,128,6,14290, documented,48,6,0.8999056220054626,1.9082590341567993,13.383194923400879,0.5574101284146309,3.8676920315575978
step61000,61000,128,7,6574, miles,404,7,0.8999100923538208,1.9082564115524292,13.383194923400879,0.5536249950528145,3.8676920315575978
step61000,61000,192,0,21825, clones,2,0,0.8999043703079224,1.9082506895065308,13.383195877075195,0.5501087754964828,3.8676920315575978
step61000,61000,192,1,46808, trustworthy,3,1,0.899905800819397,1.9082592725753784,13.383196830749512,0.5628783069550991,3.8676920315575978
step61000,61000,192,2,23778, motive,8,2,0.8999055624008179,1.9082672595977783,13.383195877075195,0.5410628095269203,3.8676920315575978
step61000,61000,192,3,42548, generosity,8,3,0.8999049067497253,1.9082788228988647,13.383195877075195,0.5494537465274334,3.8676920315575978
step61000,61000,192,4,29254, critique,18,4,0.899907648563385,1.9082640409469604,13.383195877075195,0.553425058722496,3.8676920315575978
step61000,61000,192,5,19211, cabinet,33,5,0.8999050259590149,1.908240556716919,13.383195877075195,0.5543718673288822,3.8676920315575978
step61000,61000,192,6,14290, documented,48,6,0.899907648563385,1.9082882404327393,13.383195877075195,0.48688463866710663,3.8676920315575978
step61000,61000,192,7,6574, miles,404,7,0.8999021053314209,1.9083000421524048,13.383194923400879,0.545848123729229,3.8676920315575978
step61000,61000,256,0,21825, clones,2,0,0.899904191493988,1.908250093460083,13.383195877075195,0.5291329436004162,3.8676920315575978
step61000,61000,256,1,46808, trustworthy,3,1,0.8999032974243164,1.9082632064819336,13.383195877075195,0.5589457079768181,3.8676920315575978
step61000,61000,256,2,23778, motive,8,2,0.8999061584472656,1.9082430601119995,13.383196830749512,0.5431482680141926,3.8676920315575978
step61000,61000,256,3,42548, generosity,8,3,0.8999044895172119,1.908260703086853,13.383195877075195,0.5243639349937439,3.8676920315575978
step61000,61000,256,4,29254, critique,18,4,0.8999060988426208,1.9082406759262085,13.383195877075195,0.5296635366976261,3.8676920315575978
step61000,61000,256,5,19211, cabinet,33,5,0.8999056816101074,1.9082850217819214,13.383196830749512,0.5224111415445805,3.8676920315575978
step61000,61000,256,6,14290, documented,48,6,0.8999032974243164,1.9082531929016113,13.383194923400879,0.4933961555361748,3.8676920315575978
step61000,61000,256,7,6574, miles,404,7,0.8999037742614746,1.9082748889923096,13.383195877075195,0.5402907319366932,3.8676920315575978
step61000,61000,320,0,21825, clones,2,0,0.8999049067497253,1.9082635641098022,13.383194923400879,0.5362970158457756,3.8676920315575978
step61000,61000,320,1,46808, trustworthy,3,1,0.8999029397964478,1.908254861831665,13.383194923400879,0.551505122333765,3.8676920315575978
step61000,61000,320,2,23778, motive,8,2,0.8999037742614746,1.9082533121109009,13.383195877075195,0.5155688188970089,3.8676920315575978
step61000,61000,320,3,42548, generosity,8,3,0.8999029397964478,1.9082697629928589,13.383194923400879,0.5434556305408478,3.8676920315575978
step61000,61000,320,4,29254, critique,18,4,0.8999058604240417,1.9082560539245605,13.383195877075195,0.5389867387712002,3.8676920315575978
step61000,61000,320,5,19211, cabinet,33,5,0.8999043107032776,1.90828275680542,13.383196830749512,0.547734446823597,3.8676920315575978
step61000,61000,320,6,14290, documented,48,6,0.8999048471450806,1.9082494974136353,13.383195877075195,0.5287782363593578,3.8676920315575978
step61000,61000,320,7,6574, miles,404,7,0.8999029994010925,1.9082612991333008,13.383195877075195,0.5269158072769642,3.8676920315575978
step61000,61000,384,0,21825, clones,2,0,0.8999037742614746,1.9082627296447754,13.383194923400879,0.5259581916034222,3.8676920315575978
step61000,61000,384,1,46808, trustworthy,3,1,0.8999063968658447,1.9082533121109009,13.383195877075195,0.5305188372731209,3.8676920315575978
step61000,61000,384,2,23778, motive,8,2,0.8999028205871582,1.9082533121109009,13.383195877075195,0.5539519116282463,3.8676920315575978
step61000,61000,384,3,42548, generosity,8,3,0.8999070525169373,1.9083003997802734,13.383195877075195,0.533047292381525,3.8676920315575978
step61000,61000,384,4,29254, critique,18,4,0.8999031782150269,1.9082506895065308,13.383195877075195,0.5380200855433941,3.8676920315575978
