checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,spectral_radius,operator_norm_2,jacobian_frobenius_norm,runtime_seconds,proof_pile2_test_loss
step37000,37000,0,0,21825, clones,2,0,13.071123123168945,77.35874938964844,272.1037292480469,0.5148543752729893,3.8441898406498014
step37000,37000,0,1,46808, trustworthy,3,1,14.635635375976562,73.41206359863281,276.2261962890625,0.4680022969841957,3.8441898406498014
step37000,37000,0,2,23778, motive,8,2,15.809344291687012,129.50697326660156,330.2974548339844,0.5091043896973133,3.8441898406498014
step37000,37000,0,3,42548, generosity,8,3,11.181014060974121,101.03166961669922,235.99554443359375,0.521462943404913,3.8441898406498014
step37000,37000,0,4,29254, critique,18,4,13.862722396850586,115.49109649658203,290.068603515625,0.5048340000212193,3.8441898406498014
step37000,37000,0,5,19211, cabinet,33,5,15.622098922729492,102.19953155517578,316.6597595214844,0.5367884784936905,3.8441898406498014
step37000,37000,0,6,14290, documented,48,6,10.190884590148926,110.84062194824219,241.56504821777344,0.5017808824777603,3.8441898406498014
step37000,37000,0,7,6574, miles,404,7,18.541349411010742,206.48439025878906,402.5957946777344,0.474746759980917,3.8441898406498014
step37000,37000,64,0,21825, clones,2,0,0.9734359383583069,2.2299439907073975,15.392446517944336,0.5318350866436958,3.8441898406498014
step37000,37000,64,1,46808, trustworthy,3,1,1.01072096824646,2.1389191150665283,15.874238967895508,0.48770928010344505,3.8441898406498014
step37000,37000,64,2,23778, motive,8,2,1.0069736242294312,2.110377311706543,15.45461368560791,0.5371581427752972,3.8441898406498014
step37000,37000,64,3,42548, generosity,8,3,1.017123818397522,2.1463370323181152,15.549921035766602,0.5417763777077198,3.8441898406498014
step37000,37000,64,4,29254, critique,18,4,1.0199863910675049,2.25099515914917,15.834769248962402,0.527574572712183,3.8441898406498014
step37000,37000,64,5,19211, cabinet,33,5,1.0271540880203247,2.2649760246276855,15.568299293518066,0.6959787607192993,3.8441898406498014
step37000,37000,64,6,14290, documented,48,6,1.021926760673523,2.2607479095458984,15.612526893615723,0.5538652241230011,3.8441898406498014
step37000,37000,64,7,6574, miles,404,7,1.015720009803772,2.1112046241760254,15.521293640136719,0.530437808483839,3.8441898406498014
step37000,37000,128,0,21825, clones,2,0,1.0123430490493774,2.250185012817383,15.53786563873291,0.5506153143942356,3.8441898406498014
step37000,37000,128,1,46808, trustworthy,3,1,1.0242595672607422,2.250657796859741,15.648714065551758,0.5091431736946106,3.8441898406498014
step37000,37000,128,2,23778, motive,8,2,0.9666176438331604,2.2084336280822754,15.348719596862793,0.535585206001997,3.8441898406498014
step37000,37000,128,3,42548, generosity,8,3,0.9888885617256165,2.2321343421936035,15.504892349243164,0.5365559011697769,3.8441898406498014
step37000,37000,128,4,29254, critique,18,4,0.9909813404083252,2.2173354625701904,15.39442253112793,0.5194294676184654,3.8441898406498014
step37000,37000,128,5,19211, cabinet,33,5,1.0071983337402344,2.2476139068603516,15.530945777893066,0.5367875546216965,3.8441898406498014
step37000,37000,128,6,14290, documented,48,6,0.9970487356185913,2.222994565963745,15.474571228027344,0.5325249508023262,3.8441898406498014
step37000,37000,128,7,6574, miles,404,7,1.0052119493484497,2.239763021469116,15.517072677612305,0.48801758885383606,3.8441898406498014
step37000,37000,192,0,21825, clones,2,0,1.018127679824829,2.371469736099243,15.965559959411621,0.5274328924715519,3.8441898406498014
step37000,37000,192,1,46808, trustworthy,3,1,1.020371437072754,2.344240188598633,16.185279846191406,0.5314445644617081,3.8441898406498014
step37000,37000,192,2,23778, motive,8,2,1.01556396484375,2.250991106033325,15.581511497497559,0.5526238977909088,3.8441898406498014
step37000,37000,192,3,42548, generosity,8,3,1.0197749137878418,2.2543246746063232,15.608040809631348,0.551803894340992,3.8441898406498014
step37000,37000,192,4,29254, critique,18,4,1.0205821990966797,2.2644476890563965,15.539608001708984,0.5283583290874958,3.8441898406498014
step37000,37000,192,5,19211, cabinet,33,5,1.0302115678787231,2.3195579051971436,15.829890251159668,0.5393698178231716,3.8441898406498014
step37000,37000,192,6,14290, documented,48,6,1.0203303098678589,2.270589590072632,15.536898612976074,0.5389452092349529,3.8441898406498014
step37000,37000,192,7,6574, miles,404,7,1.039239764213562,2.285660743713379,15.814310073852539,0.5603736490011215,3.8441898406498014
step37000,37000,256,0,21825, clones,2,0,1.0066205263137817,2.17274808883667,15.506407737731934,0.5496207848191261,3.8441898406498014
step37000,37000,256,1,46808, trustworthy,3,1,0.9782833456993103,2.214035749435425,15.357514381408691,0.5420422703027725,3.8441898406498014
step37000,37000,256,2,23778, motive,8,2,1.0120315551757812,2.3824350833892822,15.938158988952637,0.541546180844307,3.8441898406498014
step37000,37000,256,3,42548, generosity,8,3,1.0064181089401245,2.3824915885925293,15.999029159545898,0.5478366538882256,3.8441898406498014
step37000,37000,256,4,29254, critique,18,4,1.0484925508499146,2.276092290878296,16.25650978088379,0.545158464461565,3.8441898406498014
step37000,37000,256,5,19211, cabinet,33,5,0.9844529032707214,2.1484272480010986,15.394613265991211,0.5358887426555157,3.8441898406498014
step37000,37000,256,6,14290, documented,48,6,1.040651559829712,2.303844690322876,16.20987319946289,0.5520644448697567,3.8441898406498014
step37000,37000,256,7,6574, miles,404,7,1.0376882553100586,2.3276522159576416,16.183317184448242,0.5395981296896935,3.8441898406498014
step37000,37000,320,0,21825, clones,2,0,1.041261076927185,2.273498296737671,15.847114562988281,0.542213924229145,3.8441898406498014
step37000,37000,320,1,46808, trustworthy,3,1,1.025360107421875,2.27400541305542,15.560136795043945,0.5488391257822514,3.8441898406498014
step37000,37000,320,2,23778, motive,8,2,0.9864439368247986,2.1737241744995117,15.356551170349121,0.5479577593505383,3.8441898406498014
step37000,37000,320,3,42548, generosity,8,3,0.9704229831695557,2.2159903049468994,15.318929672241211,0.5496716350317001,3.8441898406498014
step37000,37000,320,4,29254, critique,18,4,1.0211941003799438,2.23575496673584,15.769156455993652,0.4721335731446743,3.8441898406498014
