checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,spectral_radius,operator_norm_2,jacobian_frobenius_norm,runtime_seconds,proof_pile2_test_loss
step25000,25000,0,0,21825, clones,2,0,15.525297164916992,198.6356201171875,337.5997619628906,0.5313280187547207,3.9027166215200273
step25000,25000,0,1,46808, trustworthy,3,1,11.59149169921875,108.62133026123047,232.14552307128906,0.5131583735346794,3.9027166215200273
step25000,25000,0,2,23778, motive,8,2,13.01132583618164,104.0011978149414,283.7702331542969,0.5220838189125061,3.9027166215200273
step25000,25000,0,3,42548, generosity,8,3,12.534703254699707,119.30878448486328,260.57965087890625,0.49537350609898567,3.9027166215200273
step25000,25000,0,4,29254, critique,18,4,12.49665641784668,91.15005493164062,240.64682006835938,0.533833384513855,3.9027166215200273
step25000,25000,0,5,19211, cabinet,33,5,13.361546516418457,108.08584594726562,296.88409423828125,0.5450844801962376,3.9027166215200273
step25000,25000,0,6,14290, documented,48,6,10.447225570678711,160.27468872070312,254.64553833007812,0.5523565374314785,3.9027166215200273
step25000,25000,0,7,6574, miles,404,7,18.2813720703125,236.9123992919922,380.0868225097656,0.5194492228329182,3.9027166215200273
step25000,25000,64,0,21825, clones,2,0,1.0767664909362793,1.9258110523223877,15.893168449401855,0.4987853392958641,3.9027166215200273
step25000,25000,64,1,46808, trustworthy,3,1,0.9957147240638733,1.7818219661712646,15.232789039611816,0.48865431547164917,3.9027166215200273
step25000,25000,64,2,23778, motive,8,2,1.013045310974121,1.813923954963684,15.349838256835938,0.5412861742079258,3.9027166215200273
step25000,25000,64,3,42548, generosity,8,3,1.0271743535995483,1.8371632099151611,15.396732330322266,0.5849390998482704,3.9027166215200273
step25000,25000,64,4,29254, critique,18,4,1.043091893196106,1.8321936130523682,15.49011516571045,0.5568828471004963,3.9027166215200273
step25000,25000,64,5,19211, cabinet,33,5,1.0324748754501343,2.7067794799804688,15.669447898864746,0.48457402363419533,3.9027166215200273
step25000,25000,64,6,14290, documented,48,6,1.1084074974060059,1.935031533241272,15.996726036071777,0.5525120310485363,3.9027166215200273
step25000,25000,64,7,6574, miles,404,7,1.0219565629959106,1.7862775325775146,15.372213363647461,0.543132271617651,3.9027166215200273
step25000,25000,128,0,21825, clones,2,0,1.0575811862945557,1.9910258054733276,16.25796890258789,0.5234062820672989,3.9027166215200273
step25000,25000,128,1,46808, trustworthy,3,1,1.0374863147735596,1.8167579174041748,15.575175285339355,0.5391703546047211,3.9027166215200273
step25000,25000,128,2,23778, motive,8,2,1.0453510284423828,1.876699447631836,15.740530967712402,0.5597137361764908,3.9027166215200273
step25000,25000,128,3,42548, generosity,8,3,1.045870065689087,1.857011318206787,15.64247989654541,0.5554389916360378,3.9027166215200273
step25000,25000,128,4,29254, critique,18,4,1.007211446762085,1.8571105003356934,15.86032772064209,0.5300218798220158,3.9027166215200273
step25000,25000,128,5,19211, cabinet,33,5,0.9940942525863647,1.8221956491470337,15.088081359863281,0.4987544007599354,3.9027166215200273
step25000,25000,128,6,14290, documented,48,6,1.0423901081085205,2.0707664489746094,16.11961555480957,0.5488939732313156,3.9027166215200273
