active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,logit_temperature,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,3.8836310523038264e-06,direct,fixed_random,-0.0043855272233486176,-0.005016599781811237,1.0,0,64,0.2409883290529251,0.05911951884627342,0,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.502301867934875e-06,direct,fixed_random,-0.004426104947924614,-0.0043855272233486176,1.0,0,64,0.22744765877723694,0.033825844526290894,1,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.176101588702295e-06,direct,fixed_random,-0.00499712023884058,-0.004426104947924614,1.0,0,64,0.22883392870426178,0.013621882535517216,2,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,3.098649813182419e-06,direct,fixed_random,-0.0048917802050709724,-0.00499712023884058,1.0,0,64,0.26073136925697327,0.04836273565888405,3,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,3.6700553209811915e-06,direct,fixed_random,-0.004648876376450062,-0.0048917802050709724,1.0,0,64,0.2628881633281708,0.017655258998274803,4,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,4.923979759041686e-06,direct,fixed_random,-0.0047339871525764465,-0.004648876376450062,1.0,0,64,0.2581556439399719,0.014128357172012329,5,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,4.054475994053064e-06,direct,fixed_random,-0.005130694713443518,-0.0047339871525764465,1.0,0,64,0.260647714138031,0.007956785149872303,6,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,7.939150236779824e-06,direct,fixed_random,-0.0054047368466854095,-0.005130694713443518,1.0,0,64,0.2776581346988678,0.028182541951537132,7,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,1.0084869245474692e-05,direct,fixed_random,-0.004693986847996712,-0.0054047368466854095,1.0,0,64,0.29823970794677734,0.03647778183221817,8,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_temp20,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,2.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.155424044758547e-05,direct,fixed_random,-0.004502858966588974,-0.004693986847996712,1.0,0,64,0.2601020038127899,0.0710650086402893,9,embedding_expectation,2026-07-11T00:11:53.729310+00:00,nonpad_flattened,EleutherAI/pythia-70m
