experiment,model,checkpoint,sequence_length,sample_index,active_dim,normalized_frobenius_geomean,normalized_frobenius_mean,edge_distance_log,phase_label,diverged,collapsed,burn_in_steps,eval_steps,frobenius_eval_states,frobenius_probes,operator_update,target,token_mode
pythia_embedding_expectation_temp20,EleutherAI/pythia-70m,main,64,0,3584,0.17973879659187586,0.19384107738733292,1.7162506120459606,sensitive_or_chaotic_like,0,0,8,32,2,2,direct,embedding_expectation,nonpad_flattened
pythia_embedding_expectation_temp20,EleutherAI/pythia-70m,main,64,1,32768,0.09218648904417279,0.09220534563064575,2.383941698808627,bounded_nonfixed_like,0,0,8,32,2,2,direct,embedding_expectation,nonpad_flattened
