experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_embedding_expectation_smoke,EleutherAI/pythia-70m,main,64,direct,embedding_expectation,nonpad_flattened,2,0.24402591735113166,0.24402591735113166,1.446564206822328,0.0,0.0
