active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,logit_temperature,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,section_value,crossing_order
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.624421176733449e-05,direct,fixed_random,-0.014015067368745804,-0.011108803562819958,1.0,0,64,0.7586779594421387,0.42860671877861023,22,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.0809904932975769,10
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.619424594740849e-05,direct,fixed_random,-0.014014753513038158,-0.011109283193945885,1.0,0,64,0.7586863040924072,0.42862316966056824,24,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.08099883794784546,11
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.3302816771320067e-05,direct,fixed_random,-0.014014262706041336,-0.011109264567494392,1.0,0,64,0.7586806416511536,0.42861706018447876,26,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.0809931755065918,12
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.1864780137548223e-05,direct,fixed_random,-0.014014620333909988,-0.011109210550785065,1.0,0,64,0.7586822509765625,0.4286203384399414,28,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.08099478483200073,13
3584,32,0,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,2.3263110051630065e-05,direct,fixed_random,-0.01401500217616558,-0.011109020560979843,1.0,0,64,0.7586803436279297,0.4286234974861145,30,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.08099287748336792,14
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0015018086414784193,direct,fixed_random,0.0012979190796613693,-0.02982301265001297,1.0,1,64,2.9505486488342285,2.0259883403778076,2,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,1.0417664647102356,0
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.02538754977285862,direct,fixed_random,0.012616368010640144,-0.0018117614090442657,1.0,1,64,2.0044631958007812,1.4320487976074219,7,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.09568101167678833,1
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.02421443909406662,direct,fixed_random,0.0019135596230626106,0.013545253314077854,1.0,1,64,2.255863666534424,1.1598174571990967,14,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3470814824104309,2
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.009655476547777653,direct,fixed_random,0.0017983107827603817,0.013760627247393131,1.0,1,64,2.2911810874938965,1.2864474058151245,16,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.38239890336990356,3
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0038439978379756212,direct,fixed_random,0.0017668898217380047,0.013739775866270065,1.0,1,64,2.29308819770813,1.2936785221099854,18,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.38430601358413696,4
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0015445379540324211,direct,fixed_random,0.0017664730548858643,0.013723602518439293,1.0,1,64,2.2936413288116455,1.295236349105835,20,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3848591446876526,5
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0005718698375858366,direct,fixed_random,0.0017568380571901798,0.01372754666954279,1.0,1,64,2.293793201446533,1.295217752456665,22,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3850110173225403,6
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.00023715193674433976,direct,fixed_random,0.0017575533129274845,0.013728252612054348,1.0,1,64,2.2940351963043213,1.2960205078125,24,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.38525301218032837,7
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.00011804783571278676,direct,fixed_random,0.0017563840374350548,0.013728367164731026,1.0,1,64,2.2940356731414795,1.2959752082824707,26,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.3852534890174866,8
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,8.407676796196029e-05,direct,fixed_random,0.0017563235014677048,0.013728093355894089,1.0,1,64,2.2940452098846436,1.296024203300476,28,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.38526302576065063,9
32768,32,1,8,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,32,pythia_embedding_expectation_smoke,7161fc94a118b891200d19255520dd3df3f5b886,"[1, 64, 512]",inputs_embeds,1.0,paper_style_feedback_dynamics,EleutherAI/pythia-70m,7.186164293671027e-05,direct,fixed_random,0.0017554853111505508,0.01372784748673439,1.0,1,64,2.2940328121185303,1.2960107326507568,30,embedding_expectation,2026-07-11T00:10:18.828588+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.38525062799453735,10
