checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step3000,0,256,256,0,21825, clones,2,0,-0.032465606927871704,0.9680557436697803,-0.04033512622117996
step3000,0,256,256,1,23778, motive,8,2,-0.03370581939816475,0.9668558930531844,-0.04064321517944336
step3000,0,256,256,2,19211, cabinet,33,5,-0.027399079874157906,0.9729728701433145,-0.03906543552875519
step3000,0,256,256,3,6574, miles,404,7,-0.026356393471360207,0.9739879048147674,-0.038807131350040436
step3000,256,512,512,0,21825, clones,2,0,-0.04295707866549492,0.9579525057845943,-0.04033512622117996
step3000,256,512,512,1,23778, motive,8,2,-0.04294919595122337,0.9579600570802456,-0.04064321517944336
step3000,256,512,512,2,19211, cabinet,33,5,-0.04294484853744507,0.9579642217380495,-0.03906543552875519
step3000,256,512,512,3,6574, miles,404,7,-0.04295428842306137,0.9579551787080544,-0.038807131350040436
step3000,512,768,768,0,21825, clones,2,0,-0.042958904057741165,0.957950757147114,-0.04033512622117996
step3000,512,768,768,1,23778, motive,8,2,-0.04295892268419266,0.9579507393038909,-0.04064321517944336
step3000,512,768,768,2,19211, cabinet,33,5,-0.042958904057741165,0.957950757147114,-0.03906543552875519
step3000,512,768,768,3,6574, miles,404,7,-0.042958926409482956,0.9579507357352463,-0.038807131350040436
step3000,768,1024,1024,0,21825, clones,2,0,-0.042958907783031464,0.9579507535784694,-0.04033512622117996
step3000,768,1024,1024,1,23778, motive,8,2,-0.04295891523361206,0.9579507464411801,-0.04064321517944336
step3000,768,1024,1024,2,19211, cabinet,33,5,-0.04295891523361206,0.9579507464411801,-0.03906543552875519
step3000,768,1024,1024,3,6574, miles,404,7,-0.04295891523361206,0.9579507464411801,-0.038807131350040436
