checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step5000,0,256,256,0,21825, clones,2,0,0.01676235720515251,1.0169036337869846,0.007300899364054203
step5000,0,256,256,1,23778, motive,8,2,0.012532581575214863,1.0126114434790758,0.01086034532636404
step5000,0,256,256,2,19211, cabinet,33,5,0.02102329023182392,1.0212458364128303,0.01235616859048605
step5000,0,256,256,3,6574, miles,404,7,0.018734930083155632,1.0189115300242977,0.006553443614393473
step5000,256,512,512,0,21825, clones,2,0,0.008427739143371582,1.0084633525133333,0.007300899364054203
step5000,256,512,512,1,23778, motive,8,2,0.009489183314144611,1.009534348360892,0.01086034532636404
step5000,256,512,512,2,19211, cabinet,33,5,0.010248709470033646,1.0103014073675547,0.01235616859048605
step5000,256,512,512,3,6574, miles,404,7,0.007159696891903877,1.007185388800521,0.006553443614393473
step5000,512,768,768,0,21825, clones,2,0,0.006661837920546532,1.0066840773204504,0.007300899364054203
step5000,512,768,768,1,23778, motive,8,2,0.014452402479946613,1.0145573433886312,0.01086034532636404
step5000,512,768,768,2,19211, cabinet,33,5,0.009433750994503498,1.0094783890811956,0.01235616859048605
step5000,512,768,768,3,6574, miles,404,7,0.00010972026211675256,1.0001097262816048,0.006553443614393473
step5000,768,1024,1024,0,21825, clones,2,0,-0.0026483379770070314,0.9973551657762897,0.007300899364054203
step5000,768,1024,1024,1,23778, motive,8,2,0.006967213936150074,1.0069915414366482,0.01086034532636404
step5000,768,1024,1024,2,19211, cabinet,33,5,0.008718926459550858,1.0087570470083973,0.01235616859048605
step5000,768,1024,1024,3,6574, miles,404,7,0.00020942780247423798,1.0002094497340075,0.006553443614393473
