checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step8000,0,256,256,0,21825, clones,2,0,0.019525110721588135,1.0197169723681625,0.010815725661814213
step8000,0,256,256,1,23778, motive,8,2,0.039467040449380875,1.0402562119426455,0.01937909796833992
step8000,0,256,256,2,19211, cabinet,33,5,0.014365412294864655,1.0144690906961682,0.0037728731986135244
step8000,0,256,256,3,6574, miles,404,7,0.0079876109957695,1.0080195970678614,0.014987886883318424
step8000,256,512,512,0,21825, clones,2,0,0.01275533065199852,1.0128370268665643,0.010815725661814213
step8000,256,512,512,1,23778, motive,8,2,0.010625291615724564,1.0106819404858278,0.01937909796833992
step8000,256,512,512,2,19211, cabinet,33,5,-0.001606023870408535,0.9983952650957985,0.0037728731986135244
step8000,256,512,512,3,6574, miles,404,7,0.01977633312344551,1.0199731802964136,0.014987886883318424
step8000,512,768,768,0,21825, clones,2,0,0.0038185883313417435,1.0038258884288287,0.010815725661814213
step8000,512,768,768,1,23778, motive,8,2,0.015112988650798798,1.0152277673512298,0.01937909796833992
step8000,512,768,768,2,19211, cabinet,33,5,-0.0015036549884825945,0.9984974749342707,0.0037728731986135244
step8000,512,768,768,3,6574, miles,404,7,0.01512615755200386,1.0152411368734293,0.014987886883318424
step8000,768,1024,1024,0,21825, clones,2,0,0.007163875736296177,1.0071895976803293,0.010815725661814213
step8000,768,1024,1024,1,23778, motive,8,2,0.012311075814068317,1.0123871690504984,0.01937909796833992
step8000,768,1024,1024,2,19211, cabinet,33,5,0.0038357579614967108,1.0038431238960357,0.0037728731986135244
step8000,768,1024,1024,3,6574, miles,404,7,0.017061442136764526,1.0172078198272148,0.014987886883318424
