checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step13000,0,256,256,0,21825, clones,2,0,-0.037318021059036255,0.9633697147706027,-0.046505920588970184
step13000,0,256,256,1,23778, motive,8,2,-0.03348248451948166,0.967071849811204,-0.04554477334022522
step13000,0,256,256,2,19211, cabinet,33,5,-0.04788589105010033,0.9532425543786053,-0.04918741434812546
step13000,0,256,256,3,6574, miles,404,7,-0.032355885952711105,0.9681619655172614,-0.045263804495334625
step13000,256,512,512,0,21825, clones,2,0,-0.04957374930381775,0.9516349731316893,-0.046505920588970184
step13000,256,512,512,1,23778, motive,8,2,-0.04956477880477905,0.95164350981059,-0.04554477334022522
step13000,256,512,512,2,19211, cabinet,33,5,-0.04973123222589493,0.9514851186754382,-0.04918741434812546
step13000,256,512,512,3,6574, miles,404,7,-0.04956750199198723,0.951640918310686,-0.045263804495334625
step13000,512,768,768,0,21825, clones,2,0,-0.04956597834825516,0.9516423682735109,-0.046505920588970184
step13000,512,768,768,1,23778, motive,8,2,-0.04956592619419098,0.9516424179055294,-0.04554477334022522
step13000,512,768,768,2,19211, cabinet,33,5,-0.049566641449928284,0.9516417372380735,-0.04918741434812546
step13000,512,768,768,3,6574, miles,404,7,-0.049565888941287994,0.9516424533569727,-0.045263804495334625
step13000,768,1024,1024,0,21825, clones,2,0,-0.04956592246890068,0.9516424214506737,-0.046505920588970184
step13000,768,1024,1024,1,23778, motive,8,2,-0.04956591874361038,0.951642424995818,-0.04554477334022522
step13000,768,1024,1024,2,19211, cabinet,33,5,-0.049565911293029785,0.9516424320861065,-0.04918741434812546
step13000,768,1024,1024,3,6574, miles,404,7,-0.04956591874361038,0.951642424995818,-0.045263804495334625
