checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step53000,0,256,256,0,21825, clones,2,0,0.007516217418015003,1.0075445350829344,0.0017722477205097675
step53000,0,256,256,1,23778, motive,8,2,0.010868392884731293,1.0109276684152977,0.003045871388167143
step53000,0,256,256,2,19211, cabinet,33,5,0.023309269919991493,1.0235830540497177,0.006058497354388237
step53000,0,256,256,3,6574, miles,404,7,0.019285665825009346,1.0194728355729954,0.0033242986537516117
step53000,256,512,512,0,21825, clones,2,0,-0.0007789582014083862,0.9992213451077712,0.0017722477205097675
step53000,256,512,512,1,23778, motive,8,2,0.006969543639570475,1.0069938874310191,0.003045871388167143
step53000,256,512,512,2,19211, cabinet,33,5,0.0032873288728296757,1.0032927380640282,0.006058497354388237
step53000,256,512,512,3,6574, miles,404,7,-0.0031872428953647614,0.9968178309712923,0.0033242986537516117
step53000,512,768,768,0,21825, clones,2,0,0.00037605769466608763,1.0003761284132253,0.0017722477205097675
step53000,512,768,768,1,23778, motive,8,2,-0.004639592487365007,0.9953711537959773,0.003045871388167143
step53000,512,768,768,2,19211, cabinet,33,5,-0.0016005639918148518,0.9984007162276156,0.006058497354388237
step53000,512,768,768,3,6574, miles,404,7,-0.0026464471593499184,0.9973570515948305,0.0033242986537516117
step53000,768,1024,1024,0,21825, clones,2,0,-2.432541805319488e-05,0.9999756748778074,0.0017722477205097675
step53000,768,1024,1024,1,23778, motive,8,2,-0.0010148563887923956,0.9989856584037909,0.003045871388167143
step53000,768,1024,1024,2,19211, cabinet,33,5,-0.00076204544166103,0.9992382448412256,0.006058497354388237
step53000,768,1024,1024,3,6574, miles,404,7,-0.00015478234854526818,0.9998452296296244,0.0033242986537516117
