checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step37000,0,256,256,0,21825, clones,2,0,0.009807845577597618,1.009856100123724,0.004480530042201281
step37000,0,256,256,1,23778, motive,8,2,0.018686814233660698,1.0188625054099105,0.012295432388782501
step37000,0,256,256,2,19211, cabinet,33,5,0.021403973922133446,1.0216346820554505,0.010523956269025803
step37000,0,256,256,3,6574, miles,404,7,0.006527109071612358,1.006548457069658,0.0034063118509948254
step37000,256,512,512,0,21825, clones,2,0,-0.004229824058711529,0.9957791090474781,0.004480530042201281
step37000,256,512,512,1,23778, motive,8,2,0.012351619079709053,1.0124282153644948,0.012295432388782501
step37000,256,512,512,2,19211, cabinet,33,5,-0.0018836522940546274,0.99811812066554,0.010523956269025803
step37000,256,512,512,3,6574, miles,404,7,-0.0007127547287382185,0.9992874992205754,0.0034063118509948254
step37000,512,768,768,0,21825, clones,2,0,0.0056351711973547935,1.0056510786409187,0.004480530042201281
step37000,512,768,768,1,23778, motive,8,2,0.01237950474023819,1.0124564479876592,0.012295432388782501
step37000,512,768,768,2,19211, cabinet,33,5,0.007189960218966007,1.0072158700425842,0.010523956269025803
step37000,512,768,768,3,6574, miles,404,7,0.009463743306696415,1.00950866612623,0.0034063118509948254
step37000,768,1024,1024,0,21825, clones,2,0,0.0067089274525642395,1.0067314827186813,0.004480530042201281
step37000,768,1024,1024,1,23778, motive,8,2,0.0057637933641672134,1.005780435980643,0.012295432388782501
step37000,768,1024,1024,2,19211, cabinet,33,5,0.015385547652840614,1.0155045145315986,0.010523956269025803
step37000,768,1024,1024,3,6574, miles,404,7,-0.0016528513515368104,0.9983485138549936,0.0034063118509948254
