checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step9000,0,256,256,0,21825, clones,2,0,-0.0005976413376629353,0.9994025372143495,-0.004354768432676792
step9000,0,256,256,1,23778, motive,8,2,0.0010153460316359997,1.0010158616699203,-0.0039783651009202
step9000,0,256,256,2,19211, cabinet,33,5,0.004566096235066652,1.0045765367372113,-0.003085056319832802
step9000,0,256,256,3,6574, miles,404,7,-0.0030945376493036747,0.9969102454971801,-0.004900495987385511
step9000,256,512,512,0,21825, clones,2,0,-0.005340431351214647,0.9946738034011149,-0.004354768432676792
step9000,256,512,512,1,23778, motive,8,2,-0.006125962361693382,0.9938927630890876,-0.0039783651009202
step9000,256,512,512,2,19211, cabinet,33,5,-0.006011001765727997,0.9940070281613225,-0.003085056319832802
step9000,256,512,512,3,6574, miles,404,7,-0.005490084178745747,0.9945249587917508,-0.004900495987385511
step9000,512,768,768,0,21825, clones,2,0,-0.0055739497765898705,0.9944415558588782,-0.004354768432676792
step9000,512,768,768,1,23778, motive,8,2,-0.005426876246929169,0.9945878226442622,-0.0039783651009202
step9000,512,768,768,2,19211, cabinet,33,5,-0.005584665574133396,0.9944308996815916,-0.003085056319832802
step9000,512,768,768,3,6574, miles,404,7,-0.0053380392491817474,0.9946761827651879,-0.004900495987385511
step9000,768,1024,1024,0,21825, clones,2,0,-0.005907050333917141,0.9941103619858864,-0.004354768432676792
step9000,768,1024,1024,1,23778, motive,8,2,-0.00537596782669425,0.9946384568279402,-0.0039783651009202
step9000,768,1024,1024,2,19211, cabinet,33,5,-0.005310654640197754,0.9947034219564842,-0.003085056319832802
step9000,768,1024,1024,3,6574, miles,404,7,-0.0056793224066495895,0.9943367744573396,-0.004900495987385511
