checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step41000,0,256,256,0,21825, clones,2,0,0.013565820641815662,1.0136582538913423,0.003356724511831999
step41000,0,256,256,1,23778, motive,8,2,0.012369728647172451,1.01244655016758,0.002990899607539177
step41000,0,256,256,2,19211, cabinet,33,5,0.016560044139623642,1.0166979217053083,0.0042737750336527824
step41000,0,256,256,3,6574, miles,404,7,0.01752427965402603,1.0176787307382946,0.0041573490016162395
step41000,256,512,512,0,21825, clones,2,0,-0.00012922449968755245,0.9998707838494385,0.003356724511831999
step41000,256,512,512,1,23778, motive,8,2,-0.0007029410917311907,0.999297305913478,0.002990899607539177
step41000,256,512,512,2,19211, cabinet,33,5,0.000239271525060758,1.0002393001527754,0.0042737750336527824
step41000,256,512,512,3,6574, miles,404,7,-0.0008877025684341788,0.9991126913229295,0.0041573490016162395
step41000,512,768,768,0,21825, clones,2,0,-7.441513298545033e-05,0.9999255876357519,0.003356724511831999
step41000,512,768,768,1,23778, motive,8,2,0.00044522585812956095,1.000445324985873,0.002990899607539177
step41000,512,768,768,2,19211, cabinet,33,5,-0.00013740391295868903,0.9998626055265266,0.0042737750336527824
step41000,512,768,768,3,6574, miles,404,7,0.0010949100833386183,1.001095509716212,0.0041573490016162395
step41000,768,1024,1024,0,21825, clones,2,0,6.471620872616768e-05,1.0000647183028653,0.003356724511831999
step41000,768,1024,1024,1,23778, motive,8,2,-0.0001484146196162328,0.9998515963932886,0.002990899607539177
step41000,768,1024,1024,2,19211, cabinet,33,5,0.00043318793177604675,1.0004332817712178,0.0042737750336527824
step41000,768,1024,1024,3,6574, miles,404,7,-0.001102088368497789,0.9988985187078505,0.0041573490016162395
