checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,lyapunov_exponent_per_step,geometric_tangent_factor_per_step,overall_lyapunov_0_1024
step61000,0,256,256,0,21825, clones,2,0,-0.09701655060052872,0.907540985660657,-0.10334985703229904
step61000,0,256,256,1,23778, motive,8,2,-0.09271764010190964,0.9114508211268569,-0.10226791352033615
step61000,0,256,256,2,19211, cabinet,33,5,-0.09669124335050583,0.9078362633483676,-0.10323809087276459
step61000,0,256,256,3,6574, miles,404,7,-0.09497794508934021,0.9093929908282273,-0.10283724218606949
step61000,256,512,512,0,21825, clones,2,0,-0.10545796155929565,0.8999123029616054,-0.10334985703229904
step61000,256,512,512,1,23778, motive,8,2,-0.10541492700576782,0.8999510311190961,-0.10226791352033615
step61000,256,512,512,2,19211, cabinet,33,5,-0.10528922826051712,0.9000641609444845,-0.10323809087276459
step61000,256,512,512,3,6574, miles,404,7,-0.10544800758361816,0.8999212607113636,-0.10283724218606949
step61000,512,768,768,0,21825, clones,2,0,-0.10545484721660614,0.8999151056012715,-0.10334985703229904
step61000,512,768,768,1,23778, motive,8,2,-0.10546953976154327,0.8999018836552752,-0.10226791352033615
step61000,512,768,768,2,19211, cabinet,33,5,-0.1054949089884758,0.8998790541297567,-0.10323809087276459
step61000,512,768,768,3,6574, miles,404,7,-0.105451799929142,0.8999178479054699,-0.10283724218606949
step61000,768,1024,1024,0,21825, clones,2,0,-0.10547003149986267,0.899901441139144,-0.10334985703229904
step61000,768,1024,1024,1,23778, motive,8,2,-0.10546953231096268,0.8999018903600667,-0.10226791352033615
step61000,768,1024,1024,2,19211, cabinet,33,5,-0.10547702759504318,0.8998951453650318,-0.10323809087276459
step61000,768,1024,1024,3,6574, miles,404,7,-0.10547120124101639,0.8999003884880098,-0.10283724218606949
