checkpoint,training_step,dynamic_step,token_count,spectral_radius_median,spectral_radius_min,spectral_radius_max,normalized_frobenius_norm_median,normalized_frobenius_norm_min,normalized_frobenius_norm_max,proof_pile2_test_loss
step40000,40000,256,8,1.0482051968574524,1.034058690071106,1.063868761062622,0.6913597702787859,0.6694863777651779,0.7031733001087228,3.8590780893961587
step40000,40000,320,8,1.0418431758880615,0.9811624884605408,1.0684274435043335,0.685956017464083,0.6572663205079293,0.6957277221444852,3.8590780893961587
step40000,40000,384,8,1.0267630815505981,0.9939505457878113,1.0536123514175415,0.6767568987941255,0.6653173800978743,0.6926116370466808,3.8590780893961587
step40000,40000,448,8,1.0073114335536957,0.9837777018547058,1.0627144575119019,0.6779900734347057,0.6632464946962916,0.695570303665297,3.8590780893961587
step40000,40000,512,8,1.0277349352836609,0.9942092299461365,1.06236732006073,0.6850344344745438,0.6624103855155324,0.6936102223284494,3.8590780893961587
step40000,40000,576,8,1.0244470834732056,0.9925623536109924,1.033093810081482,0.6881374961961584,0.6632793270912816,0.6958199815958755,3.8590780893961587
step40000,40000,640,8,1.013514757156372,0.9915587902069092,1.033177137374878,0.6710308068820112,0.6631848338569202,0.6904500516271026,3.8590780893961587
step40000,40000,704,8,1.0061502754688263,0.9913612604141235,1.0440293550491333,0.68355200337187,0.6642195811347111,0.7046879735505073,3.8590780893961587
step40000,40000,768,8,1.0032978951931,0.993905246257782,1.040118932723999,0.6808586090177814,0.6646654947919564,0.7026646719408933,3.8590780893961587
step40000,40000,832,8,1.0274780988693237,0.9871587753295898,1.0419995784759521,0.6874033613153714,0.6650166201869006,0.7040900362106832,3.8590780893961587
step40000,40000,896,8,1.0227676033973694,0.9918196201324463,1.0436291694641113,0.6744297394801722,0.6650756679216644,0.7032851156978221,3.8590780893961587
step40000,40000,960,8,1.0259296298027039,0.9939838647842407,1.05973219871521,0.6927432616545803,0.6694085746828268,0.704547540251269,3.8590780893961587
step40000,40000,1024,8,1.0269880890846252,0.9921254515647888,1.063125491142273,0.6814364844577143,0.6676022029024984,0.705652082710194,3.8590780893961587
step58000,58000,0,8,19.652262687683105,16.80801773071289,24.105632781982422,17.30886572340523,13.791429337048283,23.12429664748288,3.866296102130224
step58000,58000,64,8,0.9614975154399872,0.9601240754127502,0.9636468291282654,0.624701305124896,0.6244811299882751,0.62491035349351,3.866296102130224
step58000,58000,128,8,0.9629566967487335,0.9628246426582336,0.9631417989730835,0.6243151135519907,0.6242787829685743,0.6243506433452853,3.866296102130224
step58000,58000,192,8,0.9630903899669647,0.9630825519561768,0.9631104469299316,0.624331887997698,0.624330244270606,0.6243343746617601,3.866296102130224
step58000,58000,256,8,0.963106244802475,0.9631034731864929,0.963108479976654,0.6243347539833968,0.6243345853960027,0.6243349225707908,3.866296102130224
step58000,58000,320,8,0.9631070196628571,0.9631053805351257,0.9631112217903137,0.6243348804239423,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,384,8,0.9631068706512451,0.9631034135818481,0.9631101489067078,0.6243349225707908,0.6243348382770938,0.6243349225707908,3.866296102130224
step58000,58000,448,8,0.9631081521511078,0.9631059765815735,0.9631098508834839,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,512,8,0.9631072282791138,0.9631026387214661,0.9631096720695496,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,576,8,0.9631065130233765,0.9631049633026123,0.963108241558075,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,640,8,0.9631061851978302,0.9631052017211914,0.9631098508834839,0.6243349225707908,0.6243348804239423,0.6243349647176393,3.866296102130224
step58000,58000,704,8,0.9631073176860809,0.9631044268608093,0.9631104469299316,0.6243349014973665,0.6243348382770938,0.6243349225707908,3.866296102130224
step58000,58000,768,8,0.9631073176860809,0.9631048440933228,0.9631122946739197,0.6243349225707908,0.6243348382770938,0.6243349225707908,3.866296102130224
step58000,58000,832,8,0.963108092546463,0.9631059765815735,0.9631102085113525,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,896,8,0.963107705116272,0.9631060361862183,0.9631107449531555,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step58000,58000,960,8,0.963107705116272,0.9631040692329407,0.9631114602088928,0.6243349225707908,0.6243349225707908,0.6243349225707908,3.866296102130224
step58000,58000,1024,8,0.9631069302558899,0.9631044864654541,0.9631089568138123,0.6243349225707908,0.6243348804239423,0.6243349225707908,3.866296102130224
step59000,59000,0,8,20.46344757080078,15.791797637939453,35.752906799316406,17.86569235284218,16.806057866767723,31.477818206731904,3.859423115139916
step59000,59000,64,8,0.9653735458850861,0.9643366932868958,0.9851410984992981,0.6182492337471814,0.6180439153746607,0.6232064828487601,3.859423115139916
step59000,59000,128,8,0.9731693863868713,0.9730390310287476,0.9771011471748352,0.6199301132860688,0.6198966065415026,0.6210201150822575,3.859423115139916
step59000,59000,192,8,0.9743427634239197,0.974317729473114,0.9751189947128296,0.6202481955517805,0.6202419156713523,0.6204628494512464,3.859423115139916
step59000,59000,256,8,0.9745612442493439,0.9745571613311768,0.9747135639190674,0.6203084444717268,0.6203071168459987,0.6203499380440858,3.859423115139916
step59000,59000,320,8,0.9746032059192657,0.9746007919311523,0.9746300578117371,0.6203199927082188,0.6203198030474004,0.62032802168286,3.859423115139916
step59000,59000,384,8,0.9746120274066925,0.9746111631393433,0.9746174216270447,0.6203222054177656,0.620322163270917,0.620323722704312,3.859423115139916
step59000,59000,448,8,0.9746130406856537,0.9746118783950806,0.9746148586273193,0.6203226690330992,0.6203225425925537,0.6203229640610388,3.859423115139916
step59000,59000,512,8,0.974612683057785,0.9746094942092896,0.9746162295341492,0.6203226268862507,0.6203225425925537,0.6203227533267962,3.859423115139916
step59000,59000,576,8,0.974612683057785,0.9746108055114746,0.9746134281158447,0.6203226690330992,0.6203225425925537,0.6203227111799478,3.859423115139916
step59000,59000,640,8,0.9746124744415283,0.9746108055114746,0.9746156930923462,0.6203226268862507,0.6203225425925537,0.6203227111799478,3.859423115139916
step59000,59000,704,8,0.9746124744415283,0.9746106266975403,0.9746146202087402,0.620322647959675,0.6203225425925537,0.6203226690330992,3.859423115139916
step59000,59000,768,8,0.9746134281158447,0.9746116399765015,0.974615216255188,0.6203226690330992,0.6203226268862507,0.6203227111799478,3.859423115139916
step59000,59000,832,8,0.9746126532554626,0.9746113419532776,0.9746143221855164,0.6203226268862507,0.6203225425925537,0.6203226690330992,3.859423115139916
step59000,59000,896,8,0.974611222743988,0.9746102690696716,0.9746139049530029,0.6203226268862507,0.6203225004457051,0.6203226690330992,3.859423115139916
step59000,59000,960,8,0.9746123552322388,0.9746102690696716,0.9746152758598328,0.620322647959675,0.6203225425925537,0.6203227111799478,3.859423115139916
step59000,59000,1024,8,0.9746122062206268,0.9746108055114746,0.9746154546737671,0.620322647959675,0.6203226268862507,0.6203227111799478,3.859423115139916
