checkpoint,training_step,dynamic_step,token_count,spectral_radius_median,spectral_radius_min,spectral_radius_max,operator_norm_2_median,operator_norm_2_min,operator_norm_2_max,jacobian_frobenius_norm_median,jacobian_frobenius_norm_min,jacobian_frobenius_norm_max,proof_pile2_test_loss
step2000,2000,576,8,0.9856122136116028,0.9856046438217163,0.9856212735176086,1.4602980017662048,1.4602782726287842,1.4603166580200195,14.565045356750488,14.5649995803833,14.565062522888184,4.346627515459818
step2000,2000,640,8,0.985607236623764,0.9856023192405701,0.985616147518158,1.4602961540222168,1.4602748155593872,1.460311770439148,14.565052509307861,14.565034866333008,14.565059661865234,4.346627515459818
step2000,2000,704,8,0.9856091141700745,0.9856041073799133,0.9856111407279968,1.460301160812378,1.4602831602096558,1.4603205919265747,14.565055847167969,14.565048217773438,14.565058708190918,4.346627515459818
step2000,2000,768,8,0.9856091141700745,0.9856029748916626,0.9856138229370117,1.4603145122528076,1.4602727890014648,1.460321307182312,14.565055847167969,14.565053939819336,14.565057754516602,4.346627515459818
step2000,2000,832,8,0.9856084585189819,0.9856049418449402,0.985612154006958,1.4602959752082825,1.460284948348999,1.4603315591812134,14.565056800842285,14.565055847167969,14.565058708190918,4.346627515459818
step2000,2000,896,8,0.985607922077179,0.9856065511703491,0.9856096506118774,1.4602927565574646,1.4602690935134888,1.4603065252304077,14.565056800842285,14.565055847167969,14.565057754516602,4.346627515459818
step2000,2000,960,8,0.9856076836585999,0.9856045842170715,0.9856119155883789,1.4603023529052734,1.460280418395996,1.4603300094604492,14.565056800842285,14.565056800842285,14.565058708190918,4.346627515459818
step2000,2000,1024,8,0.9856083393096924,0.9856048822402954,0.9856102466583252,1.460296094417572,1.4602715969085693,1.4603320360183716,14.565056800842285,14.565056800842285,14.565057754516602,4.346627515459818
step3000,3000,0,8,16.673608779907227,14.98031234741211,22.174659729003906,103.03273010253906,87.28308868408203,138.5784149169922,349.75978088378906,317.90911865234375,461.144775390625,4.194796168614948
step3000,3000,64,8,0.9645539820194244,0.9620988965034485,0.9717169404029846,1.5209497213363647,1.5057294368743896,1.530693769454956,14.160335540771484,14.10806655883789,14.198531150817871,4.194796168614948
step3000,3000,128,8,0.9583999216556549,0.9581417441368103,0.9588219523429871,1.528156578540802,1.5262008905410767,1.5289664268493652,14.21288537979126,14.20775318145752,14.215392112731934,4.194796168614948
step3000,3000,192,8,0.9579814374446869,0.9579663872718811,0.9580168724060059,1.5295836329460144,1.5294373035430908,1.5296415090560913,14.217442989349365,14.217087745666504,14.217616081237793,4.194796168614948
step3000,3000,256,8,0.9579533636569977,0.9579514265060425,0.9579595923423767,1.5296653509140015,1.5296188592910767,1.5296826362609863,14.217754364013672,14.217729568481445,14.217765808105469,4.194796168614948
step3000,3000,320,8,0.9579518437385559,0.957948625087738,0.957955002784729,1.5296725034713745,1.5296388864517212,1.5297149419784546,14.217773914337158,14.217772483825684,14.217774391174316,4.194796168614948
step3000,3000,384,8,0.9579510688781738,0.9579488039016724,0.9579532742500305,1.5296726822853088,1.5296587944030762,1.5297247171401978,14.217774868011475,14.217774391174316,14.217777252197266,4.194796168614948
step3000,3000,448,8,0.95795077085495,0.957948625087738,0.9579538702964783,1.5296724438667297,1.5296467542648315,1.5297154188156128,14.217774391174316,14.217772483825684,14.21777629852295,4.194796168614948
step3000,3000,512,8,0.9579527080059052,0.9579497575759888,0.9579549431800842,1.529668390750885,1.5296216011047363,1.5296978950500488,14.217774391174316,14.217774391174316,14.217775344848633,4.194796168614948
step3000,3000,576,8,0.9579512178897858,0.9579490423202515,0.9579535722732544,1.529666006565094,1.5296258926391602,1.529676914215088,14.217774868011475,14.2177734375,14.21777629852295,4.194796168614948
step3000,3000,640,8,0.9579513370990753,0.9579480886459351,0.9579538702964783,1.529672622680664,1.5296510457992554,1.5296895503997803,14.217774391174316,14.217774391174316,14.217777252197266,4.194796168614948
step3000,3000,704,8,0.9579516351222992,0.9579492211341858,0.9579523801803589,1.5296595096588135,1.5296510457992554,1.5296684503555298,14.217774391174316,14.217774391174316,14.217775344848633,4.194796168614948
step3000,3000,768,8,0.9579508602619171,0.9579490423202515,0.9579529762268066,1.5296656489372253,1.5296342372894287,1.5296978950500488,14.217774391174316,14.2177734375,14.217777252197266,4.194796168614948
step3000,3000,832,8,0.9579507410526276,0.9579488635063171,0.9579522609710693,1.5296728610992432,1.5296385288238525,1.529685378074646,14.217774391174316,14.217774391174316,14.21777629852295,4.194796168614948
step3000,3000,896,8,0.9579511880874634,0.9579482674598694,0.957955539226532,1.529655396938324,1.5296510457992554,1.5297069549560547,14.217774391174316,14.217774391174316,14.217774391174316,4.194796168614948
step3000,3000,960,8,0.9579511880874634,0.9579490423202515,0.9579538702964783,1.5296747088432312,1.5296552181243896,1.529685378074646,14.217774391174316,14.217774391174316,14.217775344848633,4.194796168614948
step3000,3000,1024,8,0.9579512774944305,0.957948625087738,0.9579522013664246,1.5296640992164612,1.5296469926834106,1.5297183990478516,14.217774391174316,14.2177734375,14.21777629852295,4.194796168614948
step4000,4000,0,8,14.160014152526855,13.178833961486816,21.164018630981445,91.84153366088867,82.99906921386719,135.65618896484375,306.2781066894531,277.8229675292969,440.7760925292969,4.095001425061907
step4000,4000,64,8,0.9976759850978851,0.9704301953315735,1.0229400396347046,1.656190037727356,1.6164836883544922,1.6729657649993896,15.063177108764648,14.776856422424316,15.309185028076172,4.095001425061907
step4000,4000,128,8,0.9730286598205566,0.9693067073822021,1.0233656167984009,1.6481345891952515,1.6436413526535034,1.68165922164917,14.867976665496826,14.843344688415527,15.2128267288208,4.095001425061907
step4000,4000,192,8,0.974483460187912,0.9735931754112244,1.000535249710083,1.6506310105323792,1.6491527557373047,1.679680347442627,14.874302387237549,14.868754386901855,15.229612350463867,4.095001425061907
step4000,4000,256,8,0.97466641664505,0.9744533896446228,1.004256248474121,1.6507038474082947,1.65047025680542,1.6830675601959229,14.874790668487549,14.873857498168945,15.226232528686523,4.095001425061907
step4000,4000,320,8,0.9746690690517426,0.9746429920196533,0.9966907501220703,1.6506646275520325,1.6505893468856812,1.6704094409942627,14.87450885772705,14.874381065368652,15.11568546295166,4.095001425061907
step4000,4000,384,8,0.9746575057506561,0.9746509194374084,0.9965764880180359,1.650638997554779,1.6505928039550781,1.66892409324646,14.874413013458252,14.874384880065918,15.096307754516602,4.095001425061907
step4000,4000,448,8,0.9746504426002502,0.974648118019104,0.9959455728530884,1.6506561040878296,1.650599479675293,1.6686463356018066,14.874383926391602,14.874378204345703,15.097251892089844,4.095001425061907
step4000,4000,512,8,0.9746510088443756,0.9746478796005249,0.994085431098938,1.6506478190422058,1.6505831480026245,1.6653926372528076,14.874381065368652,14.87437915802002,15.067508697509766,4.095001425061907
step4000,4000,576,8,0.9746499955654144,0.9746465086936951,0.9952194690704346,1.6506057977676392,1.6505944728851318,1.667163610458374,14.874382495880127,14.87437915802002,15.08179759979248,4.095001425061907
step4000,4000,640,8,0.9746493399143219,0.9746460318565369,0.9942936897277832,1.6506211161613464,1.6505855321884155,1.6660130023956299,14.874381065368652,14.87437915802002,15.072588920593262,4.095001425061907
step4000,4000,704,8,0.9746518433094025,0.9746482968330383,0.9936418533325195,1.65062016248703,1.6505733728408813,1.6649012565612793,14.87438154220581,14.874380111694336,15.061100006103516,4.095001425061907
step4000,4000,768,8,0.9746497571468353,0.9746477007865906,0.9936164617538452,1.6506221294403076,1.6505982875823975,1.6647621393203735,14.874381065368652,14.87437915802002,15.059478759765625,4.095001425061907
step4000,4000,832,8,0.9746497571468353,0.9746472835540771,0.9935764670372009,1.6506441235542297,1.6506133079528809,1.6648197174072266,14.874380111694336,14.87437915802002,15.059723854064941,4.095001425061907
step4000,4000,896,8,0.9746487140655518,0.9746469259262085,0.9934158325195312,1.6506156921386719,1.650573492050171,1.6645323038101196,14.874381065368652,14.874381065368652,15.057394027709961,4.095001425061907
step4000,4000,960,8,0.9746495485305786,0.9746473431587219,0.9935108423233032,1.6506375074386597,1.6506133079528809,1.6646565198898315,14.87438154220581,14.874380111694336,15.058465003967285,4.095001425061907
step4000,4000,1024,8,0.9746511578559875,0.9746481776237488,0.9934420585632324,1.6506458520889282,1.6506054401397705,1.6645535230636597,14.874381065368652,14.87437915802002,15.057798385620117,4.095001425061907
step5000,5000,0,8,13.757240772247314,12.621556282043457,20.273128509521484,95.42611312866211,76.67311096191406,149.20632934570312,284.5396423339844,248.95028686523438,436.0943908691406,4.0916612640259755
step5000,5000,64,8,1.0284443497657776,1.0116561651229858,1.0388803482055664,1.758594572544098,1.7174758911132812,2.304094076156616,15.374375820159912,15.144967079162598,15.566960334777832,4.0916612640259755
step5000,5000,128,8,1.0034277141094208,0.9728233814239502,1.013301968574524,1.747133493423462,1.7252501249313354,1.8515923023223877,15.376434326171875,15.18679428100586,15.498259544372559,4.0916612640259755
step5000,5000,192,8,1.0290970206260681,1.0046863555908203,1.0369213819503784,1.745126187801361,1.7236204147338867,2.0302140712738037,15.37637710571289,15.26930046081543,15.511244773864746,4.0916612640259755
step5000,5000,256,8,1.0122482180595398,0.994088351726532,1.0304216146469116,1.7425879836082458,1.7295525074005127,1.7615739107131958,15.416045665740967,15.330353736877441,15.534875869750977,4.0916612640259755
step5000,5000,320,8,1.0123998522758484,0.9935736656188965,1.0331425666809082,1.741659939289093,1.7248294353485107,1.7590973377227783,15.408286571502686,15.258857727050781,15.553038597106934,4.0916612640259755
step5000,5000,384,8,1.0208430290222168,0.987220823764801,1.036526083946228,1.7430418133735657,1.7354434728622437,2.026109457015991,15.396739482879639,15.275169372558594,15.500229835510254,4.0916612640259755
step5000,5000,448,8,1.0238277316093445,1.0156272649765015,1.0338867902755737,1.7429507970809937,1.7348198890686035,1.763142466545105,15.440242767333984,15.396552085876465,15.533255577087402,4.0916612640259755
step5000,5000,512,8,1.0098519921302795,0.9857282042503357,1.0264543294906616,1.7474289536476135,1.7213541269302368,2.121638298034668,15.345946788787842,15.235649108886719,15.496904373168945,4.0916612640259755
step5000,5000,576,8,1.0068443417549133,0.9838730692863464,1.03008234500885,1.7396836876869202,1.719834566116333,1.8827929496765137,15.357771873474121,15.290078163146973,15.466739654541016,4.0916612640259755
step5000,5000,640,8,1.0139822959899902,1.0006954669952393,1.0307728052139282,1.7441552877426147,1.72718346118927,1.7730227708816528,15.378886699676514,15.315909385681152,15.436812400817871,4.0916612640259755
step5000,5000,704,8,1.0122576355934143,0.9920932054519653,1.0308151245117188,1.7454090118408203,1.731542706489563,1.8295032978057861,15.368731498718262,15.321300506591797,15.467741012573242,4.0916612640259755
step5000,5000,768,8,1.0111791491508484,0.9860702157020569,1.0355610847473145,1.7477996349334717,1.7260276079177856,1.7693307399749756,15.371700286865234,15.260480880737305,15.529848098754883,4.0916612640259755
step5000,5000,832,8,1.011821210384369,0.9871929883956909,1.0471246242523193,1.7410052418708801,1.7362606525421143,1.9329092502593994,15.380722999572754,15.267599105834961,15.442194938659668,4.0916612640259755
step5000,5000,896,8,1.0085816383361816,0.9918544292449951,1.0225090980529785,1.7384344935417175,1.7294939756393433,1.7514915466308594,15.404645919799805,15.26421070098877,15.507616996765137,4.0916612640259755
step5000,5000,960,8,1.0245257019996643,0.9887270331382751,1.0361970663070679,1.7469439506530762,1.7337113618850708,1.9165213108062744,15.405878067016602,15.259998321533203,15.528368949890137,4.0916612640259755
step5000,5000,1024,8,1.0082013010978699,0.9877480864524841,1.0352487564086914,1.7623873949050903,1.7172555923461914,2.0042614936828613,15.385424137115479,15.300949096679688,15.54198932647705,4.0916612640259755
step7000,7000,0,8,12.605460166931152,10.535186767578125,18.868587493896484,84.74526596069336,66.58824920654297,134.9006805419922,268.82102966308594,232.68336486816406,398.3280029296875,4.021608435918415
step7000,7000,64,8,1.0234941244125366,0.9833139777183533,1.062198519706726,2.0099847316741943,1.8475538492202759,2.0509707927703857,15.599098205566406,15.309198379516602,16.218223571777344,4.021608435918415
step7000,7000,128,8,1.0442691445350647,1.0019781589508057,1.0974891185760498,1.8582205176353455,1.741219162940979,2.1688191890716553,15.992690563201904,15.567802429199219,16.345352172851562,4.021608435918415
step7000,7000,192,8,1.0417880415916443,0.9975408911705017,1.0796526670455933,2.0943524837493896,1.7992900609970093,2.218830108642578,15.739256381988525,15.182145118713379,16.286405563354492,4.021608435918415
step7000,7000,256,8,1.0546668767929077,0.9945040345191956,1.0764120817184448,1.972007930278778,1.776889443397522,2.3173389434814453,15.998751163482666,15.099712371826172,16.491241455078125,4.021608435918415
step7000,7000,320,8,1.0220781564712524,0.9984986186027527,1.069234013557434,1.924263060092926,1.8391188383102417,2.1257805824279785,15.88191270828247,15.555932998657227,16.37021255493164,4.021608435918415
step7000,7000,384,8,1.0197916626930237,0.9878293871879578,1.0331510305404663,1.837341547012329,1.7772074937820435,2.1512303352355957,15.671980381011963,15.54034423828125,16.12322425842285,4.021608435918415
step7000,7000,448,8,1.0244695544242859,0.9974498748779297,1.079735279083252,1.8805798888206482,1.8060702085494995,2.0450589656829834,15.856986999511719,15.6693754196167,16.368385314941406,4.021608435918415
step7000,7000,512,8,1.022691249847412,0.9836287498474121,1.058915376663208,1.8605183959007263,1.8178850412368774,1.9608778953552246,15.81225872039795,15.35330867767334,16.21681022644043,4.021608435918415
step7000,7000,576,8,1.007962703704834,0.993401288986206,1.0536696910858154,2.0336772203445435,1.8167939186096191,2.2098681926727295,15.699846744537354,15.235231399536133,16.24285125732422,4.021608435918415
step7000,7000,640,8,1.0091471672058105,0.9923846125602722,1.0570071935653687,1.9489935636520386,1.8178702592849731,2.164271116256714,15.741395473480225,15.424336433410645,16.266244888305664,4.021608435918415
step7000,7000,704,8,0.9957428574562073,0.9600909352302551,1.0400046110153198,1.944014847278595,1.8155043125152588,2.0533063411712646,15.683070659637451,14.983968734741211,16.507722854614258,4.021608435918415
step7000,7000,768,8,1.0143483877182007,0.9928017854690552,1.0676454305648804,1.9328404664993286,1.8178627490997314,2.086604356765747,15.801424503326416,15.62780475616455,16.298734664916992,4.021608435918415
step7000,7000,832,8,1.020079255104065,0.9921883344650269,1.073548674583435,1.9131490588188171,1.8148705959320068,2.0768446922302246,15.767236232757568,15.620919227600098,16.446229934692383,4.021608435918415
step7000,7000,896,8,1.0416641235351562,0.9926437139511108,1.0940487384796143,1.9007542133331299,1.8177722692489624,2.2015702724456787,16.02730941772461,15.625804901123047,16.36747169494629,4.021608435918415
step7000,7000,960,8,1.0029269456863403,0.9924430847167969,1.0669333934783936,1.9406082034111023,1.8146644830703735,2.2291243076324463,15.77377986907959,15.623973846435547,16.280227661132812,4.021608435918415
step7000,7000,1024,8,1.0044624209403992,0.9813899397850037,1.0860358476638794,2.0242350101470947,1.8176186084747314,2.1228537559509277,15.809100151062012,15.23198413848877,16.509340286254883,4.021608435918415
step8000,8000,0,8,12.435846328735352,10.273787498474121,19.451814651489258,78.06148147583008,67.46367645263672,138.91627502441406,262.4155578613281,230.18692016601562,411.4823303222656,4.028237660725911
step8000,8000,64,8,1.0192784667015076,0.9973319172859192,1.037951111793518,2.0560742616653442,2.017313241958618,2.253955602645874,15.82795238494873,15.6593656539917,16.400222778320312,4.028237660725911
step8000,8000,128,8,1.0063693523406982,0.9755192995071411,1.0607967376708984,1.9664932489395142,1.858002781867981,2.2742221355438232,15.763876914978027,15.237035751342773,16.42401695251465,4.028237660725911
step8000,8000,192,8,1.0405608415603638,1.0212469100952148,1.0776326656341553,2.1183871030807495,2.055838108062744,2.292900323867798,15.980156898498535,15.74399471282959,16.307735443115234,4.028237660725911
step8000,8000,256,8,1.025110125541687,0.9681211709976196,1.0826730728149414,2.084065556526184,1.7624561786651611,2.2681100368499756,15.847063541412354,15.399786949157715,16.85800552368164,4.028237660725911
step8000,8000,320,8,1.0481650233268738,0.9876207113265991,1.1000092029571533,2.1644757986068726,1.9849580526351929,2.324437379837036,16.0587739944458,15.422226905822754,16.62872314453125,4.028237660725911
step8000,8000,384,8,1.0381579399108887,0.9727303981781006,1.1071217060089111,1.98468679189682,1.843338131904602,2.4018824100494385,15.905833721160889,14.996427536010742,17.389102935791016,4.028237660725911
step8000,8000,448,8,1.0353655219078064,1.0076298713684082,1.0544852018356323,2.0961745977401733,1.9746806621551514,2.2369699478149414,16.01145839691162,15.526987075805664,16.69107437133789,4.028237660725911
step8000,8000,512,8,1.0207102298736572,0.9827251434326172,1.1712266206741333,2.0452795028686523,1.7653316259384155,2.2381880283355713,15.896713733673096,15.045618057250977,17.516080856323242,4.028237660725911
step8000,8000,576,8,1.0341649651527405,0.9819291234016418,1.0832685232162476,2.0853911638259888,1.87618088722229,2.181905508041382,15.880507469177246,15.22228717803955,16.297788619995117,4.028237660725911
step8000,8000,640,8,1.031460702419281,0.9729810357093811,1.1113520860671997,2.047701120376587,1.9461930990219116,2.2849364280700684,16.082563877105713,15.28074836730957,17.186264038085938,4.028237660725911
step8000,8000,704,8,1.024118959903717,1.011611819267273,1.1011309623718262,2.0794931650161743,1.9902926683425903,2.2055535316467285,15.963318347930908,15.712997436523438,17.516359329223633,4.028237660725911
step8000,8000,768,8,1.0184075236320496,0.9532153010368347,1.0724207162857056,2.1078217029571533,1.8063005208969116,2.26047420501709,15.817415714263916,15.142021179199219,16.2291259765625,4.028237660725911
step8000,8000,832,8,1.0260621905326843,1.007067322731018,1.0688505172729492,2.129772663116455,1.8483213186264038,2.325409412384033,15.972054958343506,15.53726577758789,16.274673461914062,4.028237660725911
step8000,8000,896,8,1.0133262276649475,0.9744784235954285,1.032604455947876,2.05236279964447,1.844892144203186,2.2088887691497803,15.676522254943848,15.23177433013916,16.404163360595703,4.028237660725911
step8000,8000,960,8,1.0406433939933777,1.0183149576187134,1.0904890298843384,2.0485775470733643,1.8980114459991455,2.242267370223999,15.986285209655762,15.485602378845215,16.891511917114258,4.028237660725911
step8000,8000,1024,8,1.006269246339798,0.9792213439941406,1.1040973663330078,2.0070340037345886,1.8745582103729248,2.178784132003784,15.534616470336914,15.28014087677002,16.54642677307129,4.028237660725911
step9000,9000,0,8,13.205767154693604,10.51060676574707,21.422388076782227,74.47521591186523,64.88626098632812,136.02114868164062,275.1515655517578,217.0972442626953,420.8398132324219,3.997703287336561
step9000,9000,64,8,0.9989635944366455,0.958471417427063,1.0248459577560425,2.0060017108917236,1.9121347665786743,2.289872169494629,15.719104766845703,15.169934272766113,16.17552375793457,3.997703287336561
step9000,9000,128,8,0.9902307987213135,0.9771246314048767,1.0086520910263062,1.9768036007881165,1.900159239768982,2.0339126586914062,15.549508571624756,15.41218090057373,16.04667854309082,3.997703287336561
step9000,9000,192,8,0.9943231344223022,0.9801803231239319,1.0015957355499268,1.9714918732643127,1.9361686706542969,2.0053961277008057,15.629404544830322,15.54472541809082,15.894887924194336,3.997703287336561
step9000,9000,256,8,0.9927931129932404,0.9807308912277222,1.0036828517913818,1.9652230739593506,1.9542137384414673,1.9965782165527344,15.693020820617676,15.599674224853516,15.826956748962402,3.997703287336561
step9000,9000,320,8,0.9922935962677002,0.985815167427063,1.0033248662948608,1.9669135808944702,1.9539916515350342,1.987842082977295,15.721806526184082,15.644017219543457,15.775578498840332,3.997703287336561
step9000,9000,384,8,0.9932540357112885,0.9890841245651245,1.0019012689590454,1.9685442447662354,1.9525346755981445,1.981799840927124,15.726778507232666,15.668478965759277,15.745137214660645,3.997703287336561
step9000,9000,448,8,0.9939383268356323,0.9902859926223755,1.0002717971801758,1.9693478345870972,1.9538750648498535,1.9771395921707153,15.722589015960693,15.681986808776855,15.744102478027344,3.997703287336561
step9000,9000,512,8,0.9943220019340515,0.9910403490066528,0.9987772107124329,1.9687613248825073,1.9561388492584229,1.9737327098846436,15.719652652740479,15.692831039428711,15.743287086486816,3.997703287336561
step9000,9000,576,8,0.994516909122467,0.9917935132980347,0.997528612613678,1.967743694782257,1.9585375785827637,1.9718384742736816,15.7161226272583,15.701075553894043,15.740131378173828,3.997703287336561
step9000,9000,640,8,0.994596928358078,0.9924577474594116,0.9965502023696899,1.9672272205352783,1.9607551097869873,1.9710646867752075,15.715932846069336,15.707122802734375,15.736200332641602,3.997703287336561
step9000,9000,704,8,0.9946765899658203,0.9929968118667603,0.9958226084709167,1.9669344425201416,1.962528109550476,1.9702637195587158,15.717551708221436,15.711413383483887,15.732332229614258,3.997703287336561
step9000,9000,768,8,0.9946883916854858,0.9934176802635193,0.9952979683876038,1.9668111205101013,1.96390962600708,1.969506859779358,15.718502044677734,15.712777137756348,15.72893238067627,3.997703287336561
step9000,9000,832,8,0.9946633577346802,0.993733286857605,0.9949421286582947,1.966708481311798,1.964936375617981,1.9688122272491455,15.719022274017334,15.713898658752441,15.726142883300781,3.997703287336561
step9000,9000,896,8,0.9945887625217438,0.9939615726470947,0.9947441220283508,1.9666798114776611,1.9657467603683472,1.968303918838501,15.71927261352539,15.715030670166016,15.723969459533691,3.997703287336561
step9000,9000,960,8,0.9945225715637207,0.9941223859786987,0.9946321249008179,1.9666783809661865,1.9662562608718872,1.9679298400878906,15.719385147094727,15.716031074523926,15.722345352172852,3.997703287336561
step9000,9000,1024,8,0.9944557547569275,0.9942311644554138,0.994558572769165,1.966774046421051,1.966512680053711,1.9676188230514526,15.719493389129639,15.716856956481934,15.72116756439209,3.997703287336561
step10000,10000,0,8,12.707526683807373,10.526676177978516,19.705530166625977,78.23824310302734,63.79927062988281,153.0851287841797,269.2044372558594,217.15016174316406,402.80255126953125,4.0096223089430065
step10000,10000,64,8,0.9863601624965668,0.9706754088401794,1.03045654296875,1.7848350405693054,1.731642723083496,1.8660236597061157,15.303044319152832,15.072394371032715,15.904882431030273,4.0096223089430065
step10000,10000,128,8,0.9884525239467621,0.9524849653244019,1.039476752281189,1.785163402557373,1.7358671426773071,1.8781095743179321,15.398834705352783,14.961516380310059,15.89078426361084,4.0096223089430065
step10000,10000,192,8,0.9920478761196136,0.9682644009590149,1.0442579984664917,1.7968230247497559,1.7533217668533325,1.8324812650680542,15.42625093460083,15.243733406066895,15.867982864379883,4.0096223089430065
step10000,10000,256,8,1.0058172345161438,0.9676445126533508,1.0233495235443115,1.811552882194519,1.734445333480835,1.8679405450820923,15.58162784576416,15.000614166259766,15.877177238464355,4.0096223089430065
step10000,10000,320,8,1.0074518322944641,0.9636053442955017,1.0433344841003418,1.7987099885940552,1.7329652309417725,1.8516217470169067,15.490459442138672,15.000627517700195,15.906570434570312,4.0096223089430065
step10000,10000,384,8,0.9976337850093842,0.9538110494613647,1.028955101966858,1.7821264863014221,1.7583491802215576,1.841988444328308,15.445208549499512,15.058906555175781,15.6371488571167,4.0096223089430065
