active_dim,actual_eval_states,batch_index,burn_in_steps,checkpoint,dataset,dataset_config,dataset_split,device,dtype,eval_steps,experiment,git_commit,input_shape,input_space,method,model,nearby_distance,operator_update,projection_mode,projection_next,projection_value,residual_alpha,sample_index,sequence_length,state_norm,step_delta,step_index,target,timestamp,token_mode,tokenizer,section_value,crossing_order
3584,64,0,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,pythia_dynamical_edge_residual_alpha01_probe,9801caeb1bc8252573781682c3403ed9a63b90dd,"[1, 128, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0008862175163812935,residual,fixed_random,35.94504928588867,35.942115783691406,0.1,0,128,1177.8460693359375,1.7526462078094482,32,final_hidden,2026-07-10T15:35:22.758197+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.53338623046875,0
65536,64,1,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,pythia_dynamical_edge_residual_alpha01_probe,9801caeb1bc8252573781682c3403ed9a63b90dd,"[1, 128, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.005511694587767124,residual,fixed_random,37.1955680847168,37.148834228515625,0.1,1,128,5036.46826171875,7.541711330413818,32,final_hidden,2026-07-10T15:35:22.758197+00:00,nonpad_flattened,EleutherAI/pythia-70m,2.28369140625,0
2560,64,2,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,pythia_dynamical_edge_residual_alpha01_probe,9801caeb1bc8252573781682c3403ed9a63b90dd,"[1, 128, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0004659185360651463,residual,fixed_random,31.55615234375,31.54973602294922,0.1,2,128,995.5494384765625,1.4642046689987183,32,final_hidden,2026-07-10T15:35:22.758197+00:00,nonpad_flattened,EleutherAI/pythia-70m,0.449493408203125,0
65536,64,3,16,main,wikitext,wikitext-2-raw-v1,validation,cuda,float32,64,pythia_dynamical_edge_residual_alpha01_probe,9801caeb1bc8252573781682c3403ed9a63b90dd,"[1, 128, 512]",inputs_embeds,paper_style_feedback_dynamics,EleutherAI/pythia-70m,0.0056396229192614555,residual,fixed_random,-8.371161460876465,-8.353893280029297,0.1,3,128,5036.30029296875,7.553584575653076,32,final_hidden,2026-07-10T15:35:22.758197+00:00,nonpad_flattened,EleutherAI/pythia-70m,2.287109375,0
