experiment,model,checkpoint,sequence_length,operator_update,target,token_mode,samples,mean_normalized_frobenius,median_normalized_frobenius,mean_edge_distance_log,diverged_fraction,collapsed_fraction
pythia_dynamical_edge_residual_alpha01_probe,EleutherAI/pythia-70m,main,128,residual,final_hidden,nonpad_flattened,4,0.9457008607783568,0.9457009504076772,0.05582897602791617,0.0,0.0
