label,mean_frob,median_frob,collapsed_fraction,diverged_fraction,nearby_log_growth_mean,settled_fraction,final_step_delta_mean,final_step_delta_max,final_state_norm_mean
T=0.25,0.1104497879674559,0.1104497879674559,0.0,0.0,-0.12875365637118646,0.5,0.8394504341325727,1.6789004802703855,2.6799423694610596
T=0.5,0.3430715295027211,0.3430715295027211,0.0,0.0,0.10078090424058178,0.5,1.5311899005318992,3.062361001968384,2.4565600156784058
T=1.0,0.2440259173511316,0.2440259173511316,0.0,0.0,-0.051410196971787586,0.0,0.8623227775096893,1.2960166931152344,1.200293868780136
T=2.0,0.1359626428180243,0.1359626428180243,0.0,0.0,0.06677352447891013,0.5,0.01900538663176115,0.0377925299108028,0.5139712318778038
