checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,jacobian_lambda1_abs,jacobian_lambda1_real,jacobian_lambda1_imag,jacobian_lambda2_abs,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,jacobian_runtime_seconds
step61000,0,256,256,0,29104, repetitive,16,0.8999238610267639,0.8999238610267639,0.0,0.8942596912384033,69.9078598022461,30654, pastor,7,0.1863572895526886,0.8136427104473114,0.0018846094608306885,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863572895526886}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726800918579}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064410984516144}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.1784825623035431}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327794432640076}]",30654, pastor,7,69.67633056640625,0.00365447998046875,5.244937485601059e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67633056640625}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67998504638672}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68534088134766}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123840332031}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194793701172}]",21902, Getty,2,0.0773811861872673,0.04485525190830231,0.8667058944702148,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.0773811861872673}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.032525934278964996}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649229556322098}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.02740011177957058}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.026155345141887665}]",True,False,False,0.6731416173279285
step61000,0,256,256,1,10020, semi,112,0.8999044895172119,0.8999044895172119,0.0,0.8942633867263794,69.90785217285156,30654, pastor,7,0.1863572895526886,0.8136427104473114,0.0018845945596694946,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863572895526886}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726949930191}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064410984516144}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848259210586548}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67632293701172,0.00365447998046875,5.2449380599094564e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.07738129049539566,0.04485534131526947,0.8667068481445312,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738129049539566}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252594918012619}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.02864926867187023}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400149032473564}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.02615533210337162}]",True,False,False,0.6382750235497952
step61000,0,256,256,2,1941, evidence,284,0.8999574184417725,0.8999574184417725,0.0,0.8942723274230957,69.90785217285156,30654, pastor,7,0.1863573044538498,0.8136426955461502,0.0018846094608306885,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863573044538498}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726949930191}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064408004283905}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848259210586548}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327797412872314}]",30654, pastor,7,69.67632293701172,0.00365447998046875,5.2449380599094564e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.07738135010004044,0.04485534504055977,0.8667058944702148,0.5365428328514099,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738135010004044}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252600505948067}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649237006902695}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400117367506027}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.026155276224017143}]",True,False,False,0.6625906266272068
step61000,0,256,256,3,38730, orientations,4,0.8998467922210693,0.8998467922210693,0.0,0.8942314982414246,69.9078598022461,30654, pastor,7,0.1863573044538498,0.8136426955461502,0.0018846392631530762,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863573044538498}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.18447266519069672}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064406514167786}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.1784825325012207}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67633056640625,0.00365447998046875,5.244937485601059e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67633056640625}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67998504638672}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68534088134766}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123840332031}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194793701172}]",21902, Getty,2,0.07738136500120163,0.04485547915101051,0.8667097091674805,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738136500120163}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.032525885850191116}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.02864927053451538}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400150895118713}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.02615530416369438}]",True,False,False,0.6663376837968826
step61000,256,512,512,0,29104, repetitive,16,0.8999428153038025,0.8999428153038025,0.0,0.8942658305168152,69.90785217285156,30654, pastor,7,0.186357319355011,0.813642680644989,0.0018846243619918823,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.186357319355011}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726949930191}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064410984516144}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848257720470428}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67632293701172,0.00365447998046875,5.2449380599094564e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.0773811861872673,0.04485521838068962,0.8667049407958984,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.0773811861872673}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252596780657768}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649231418967247}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400165796279907}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.026155347004532814}]",True,False,False,0.6262459419667721
step61000,256,512,512,1,10020, semi,112,0.899932861328125,0.899932861328125,0.0,0.8942548632621765,69.9078598022461,30654, pastor,7,0.186357319355011,0.813642680644989,0.0018846392631530762,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.186357319355011}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726800918579}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064409494400024}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848257720470428}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67633056640625,0.00365447998046875,5.244937485601059e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67633056640625}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67998504638672}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68534088134766}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123840332031}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194793701172}]",21902, Getty,2,0.07738137990236282,0.044855426996946335,0.8667078018188477,0.5365428328514099,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738137990236282}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252595290541649}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.02864924818277359}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400178834795952}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.02615530975162983}]",True,False,False,0.6457158662378788
step61000,256,512,512,2,1941, evidence,284,0.8998531103134155,0.8998531103134155,0.0,0.8942624926567078,69.90785217285156,30654, pastor,7,0.1863573044538498,0.8136426955461502,0.0018846243619918823,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863573044538498}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726800918579}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064408004283905}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.1784825623035431}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327794432640076}]",30654, pastor,7,69.67632293701172,0.00365447998046875,5.2449380599094564e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.07738127559423447,0.04485533386468887,0.8667068481445312,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738127559423447}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252594172954559}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649237006902695}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400117367506027}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.026155298575758934}]",True,False,False,0.6000367552042007
step61000,256,512,512,3,38730, orientations,4,0.8999384641647339,0.8999384641647339,0.0,0.8942695260047913,69.90785217285156,30654, pastor,7,0.186357319355011,0.813642680644989,0.00188465416431427,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.186357319355011}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.18447266519069672}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064408004283905}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.1784825474023819}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67632293701172,0.00365447998046875,5.2449380599094564e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.0773812085390091,0.0448552668094635,0.8667058944702148,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.0773812085390091}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252594172954559}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649266809225082}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400119230151176}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.02615530416369438}]",True,False,False,0.624223243445158
step61000,512,768,768,0,29104, repetitive,16,0.899930477142334,0.899930477142334,0.0,0.894258439540863,69.90785217285156,30654, pastor,7,0.1863573044538498,0.8136426955461502,0.0018846243619918823,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.1863573044538498}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726800918579}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064409494400024}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848260700702667}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327795922756195}]",30654, pastor,7,69.67633056640625,0.0036468505859375,5.23398772049542e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67633056640625}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67997741699219}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.68533325195312}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194793701172}]",21902, Getty,2,0.07738122344017029,0.044855304062366486,0.8667068481445312,0.5365428924560547,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738122344017029}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.0325259193778038}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649218380451202}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400178834795952}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.02615533210337162}]",True,False,False,0.6395194828510284
step61000,512,768,768,1,10020, semi,112,0.8998474478721619,0.8998474478721619,0.0,0.8942459225654602,69.90784454345703,30654, pastor,7,0.186357319355011,0.813642680644989,0.0018846243619918823,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 0.186357319355011}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 0.1844726949930191}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 0.18064410984516144}, {""token_id"": 38908, ""token"": ""保"", ""value"": 0.17848260700702667}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 0.17327797412872314}]",30654, pastor,7,69.67632293701172,0.0036468505859375,5.233988293604844e-05,"[{""token_id"": 30654, ""token"": "" pastor"", ""value"": 69.67632293701172}, {""token_id"": 46695, ""token"": "" propagated"", ""value"": 69.67996978759766}, {""token_id"": 12729, ""token"": ""izable"", ""value"": 69.6853256225586}, {""token_id"": 38908, ""token"": ""保"", ""value"": 69.69123077392578}, {""token_id"": 25678, ""token"": "" Movement"", ""value"": 69.69194030761719}]",21902, Getty,2,0.07738126814365387,0.04485539346933365,0.8667087554931641,0.5365429520606995,"[{""token_id"": 21902, ""token"": "" Getty"", ""value"": 0.07738126814365387}, {""token_id"": 13936, ""token"": "" Holy"", ""value"": 0.03252587467432022}, {""token_id"": 2656, ""token"": "" God"", ""value"": 0.028649207204580307}, {""token_id"": 37496, ""token"": "" Standing"", ""value"": 0.027400115504860878}, {""token_id"": 14963, ""token"": "" Stone"", ""value"": 0.026155296713113785}]",True,False,False,0.5837138369679451
