checkpoint,window_start,window_end,dynamic_step,selection_index,token_id,token,wikitext_train_count,jacobian_lambda1_abs,jacobian_lambda1_real,jacobian_lambda1_imag,jacobian_lambda2_abs,hidden_state_norm,cosine_token_id,cosine_token,cosine_wikitext_count,cosine_similarity,cosine_distance,cosine_margin,cosine_top5,euclidean_token_id,euclidean_token,euclidean_wikitext_count,euclidean_distance,euclidean_absolute_margin,euclidean_relative_margin,euclidean_top5,lm_head_token_id,lm_head_token,lm_head_wikitext_count,lm_head_probability,lm_head_probability_margin,lm_head_logit_margin,lm_head_normalized_entropy,lm_head_top5,cosine_equals_euclidean,cosine_equals_lm_head,euclidean_equals_lm_head,jacobian_runtime_seconds
step13000,0,256,256,0,29104, repetitive,16,0.9516436457633972,0.9516436457633972,0.0,0.9339935779571533,41.21992492675781,41741,escap,1,0.18877297639846802,0.811227023601532,0.01983107626438141,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877297639846802}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689419001340866}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790810227394104}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601866483688354}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453073918819427}]",41741,escap,1,40.96491241455078,0.034778594970703125,0.0008489849708149194,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96491241455078}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.999691009521484}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00025177001953}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00311279296875}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00713348388672}]",187,"
",1,0.0857873484492302,0.0014889389276504517,0.017508506774902344,0.5448954701423645,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.0857873484492302}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429840952157974}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797913506627083}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.033254656940698624}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027125047519803047}]",True,False,False,0.5944353714585304
step13000,0,256,256,1,10020, semi,112,0.9516429305076599,0.9516429305076599,0.0,0.933992862701416,41.21993637084961,41741,escap,1,0.18877273797988892,0.8112272620201111,0.01983068883419037,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877273797988892}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.16894204914569855}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790811717510223}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601844131946564}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453076899051666}]",41741,escap,1,40.96492385864258,0.034778594970703125,0.0008489847336397699,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96492385864258}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99970245361328}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00026321411133}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00312423706055}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.007144927978516}]",187,"
",1,0.08578646183013916,0.00148763507604599,0.017493247985839844,0.5448951125144958,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578646183013916}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429882675409317}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797933250665665}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325469791889191}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027125000953674316}]",True,False,False,0.587970919907093
step13000,0,256,256,2,1941, evidence,284,0.9516446590423584,0.9516446590423584,0.0,0.9339938759803772,41.21992492675781,41741,escap,1,0.18877296149730682,0.8112270385026932,0.019831106066703796,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877296149730682}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.16894185543060303}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790810227394104}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601866483688354}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.1645307093858719}]",41741,escap,1,40.96491241455078,0.034778594970703125,0.0008489849708149194,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96491241455078}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.999691009521484}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00025177001953}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00311279296875}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00713348388672}]",187,"
",1,0.08578751236200333,0.0014891698956489563,0.017511367797851562,0.544895589351654,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578751236200333}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429834246635437}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797909036278725}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325466066598892}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027125075459480286}]",True,False,False,0.6278184577822685
step13000,0,256,256,3,38730, orientations,4,0.951641857624054,0.951641857624054,0.0,0.9339927434921265,41.21993637084961,41741,escap,1,0.1887727826833725,0.8112272173166275,0.01983073353767395,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.1887727826833725}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.16894204914569855}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790813207626343}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.1660185009241104}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453073918819427}]",41741,escap,1,40.96492004394531,0.034778594970703125,0.0008489848126981384,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96492004394531}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.999698638916016}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00025939941406}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00312423706055}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.007144927978516}]",187,"
",1,0.08578673750162125,0.0014880448579788208,0.017498016357421875,0.5448952317237854,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578673750162125}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429869264364243}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797925427556038}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.0332547090947628}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027125010266900063}]",True,False,False,0.6163812093436718
step13000,256,512,512,0,29104, repetitive,16,0.9516468048095703,0.9516468048095703,0.0,0.9339922070503235,41.21994400024414,41741,escap,1,0.18877267837524414,0.8112273216247559,0.019830510020256042,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877267837524414}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689421683549881}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.1679081916809082}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601833701133728}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453081369400024}]",41741,escap,1,40.964927673339844,0.03478240966796875,0.0008490777756359935,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.964927673339844}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99971008300781}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00027084350586}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00313186645508}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00715255737305}]",187,"
",1,0.08578614145517349,0.0014872252941131592,0.017488479614257812,0.5448949337005615,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578614145517349}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429891616106033}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797932878136635}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325476124882698}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027124950662255287}]",True,False,False,0.6058528497815132
step13000,256,512,512,1,10020, semi,112,0.9516420364379883,0.9516420364379883,0.0,0.9339947700500488,41.219940185546875,41741,escap,1,0.18877266347408295,0.811227336525917,0.019830480217933655,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877266347408295}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689421832561493}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.167908176779747}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601838171482086}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453082859516144}]",41741,escap,1,40.96492385864258,0.03478240966796875,0.0008490778547030188,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96492385864258}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99970626831055}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.000267028808594}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00312805175781}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00714874267578}]",187,"
",1,0.0857861340045929,0.00148715078830719,0.017487525939941406,0.5448949337005615,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.0857861340045929}, {""token_id"": 13, ""token"": "","", ""value"": 0.0842989832162857}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797937721014023}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325473144650459}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027124976739287376}]",True,False,False,0.5900411009788513
step13000,256,512,512,2,1941, evidence,284,0.9516425132751465,0.9516425132751465,0.0,0.9339931011199951,41.21994400024414,41741,escap,1,0.18877267837524414,0.8112273216247559,0.019830524921417236,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877267837524414}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689421534538269}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790816187858582}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601835191249847}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453081369400024}]",41741,escap,1,40.964927673339844,0.03478240966796875,0.0008490777756359935,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.964927673339844}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99971008300781}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00027084350586}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00313186645508}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00715255737305}]",187,"
",1,0.0857861265540123,0.00148715078830719,0.017487525939941406,0.5448949337005615,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.0857861265540123}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429897576570511}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797937348484993}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325475752353668}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027124973013997078}]",True,False,False,0.5641448572278023
step13000,256,512,512,3,38730, orientations,4,0.9516419768333435,0.9516419768333435,0.0,0.9339908957481384,41.219940185546875,41741,escap,1,0.18877270817756653,0.8112272918224335,0.019830510020256042,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877270817756653}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.16894219815731049}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.1679081916809082}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601836681365967}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453081369400024}]",41741,escap,1,40.964927673339844,0.034778594970703125,0.0008489846545814162,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.964927673339844}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99970626831055}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.000267028808594}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00313186645508}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00715255737305}]",187,"
",1,0.08578623086214066,0.0014872252941131592,0.017488479614257812,0.5448949933052063,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578623086214066}, {""token_id"": 13, ""token"": "","", ""value"": 0.0842990055680275}, {""token_id"": 15, ""token"": ""."", ""value"": 0.047979339957237244}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.033254705369472504}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027124956250190735}]",True,False,False,0.6340563744306564
step13000,512,768,768,0,29104, repetitive,16,0.9516430497169495,0.9516430497169495,0.0,0.9339928030967712,41.21994400024414,41741,escap,1,0.18877266347408295,0.811227336525917,0.019830524921417236,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877266347408295}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689421385526657}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.1679081916809082}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601839661598206}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453079879283905}]",41741,escap,1,40.96493148803711,0.034778594970703125,0.0008489845755230772,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96493148803711}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99971008300781}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.00027084350586}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00313186645508}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00715255737305}]",187,"
",1,0.0857861265540123,0.00148715078830719,0.017487525939941406,0.5448950529098511,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.0857861265540123}, {""token_id"": 13, ""token"": "","", ""value"": 0.08429897576570511}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797928035259247}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.033254727721214294}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.02712494507431984}]",True,False,False,0.5785007253289223
step13000,512,768,768,1,10020, semi,112,0.9516425728797913,0.9516425728797913,0.0,0.9339945912361145,41.219940185546875,41741,escap,1,0.18877266347408295,0.811227336525917,0.01983049511909485,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 0.18877266347408295}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 0.1689421683549881}, {""token_id"": 34458, ""token"": ""540"", ""value"": 0.16790814697742462}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 0.16601833701133728}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 0.16453079879283905}]",41741,escap,1,40.96492385864258,0.03478240966796875,0.0008490778547030188,"[{""token_id"": 41741, ""token"": ""escap"", ""value"": 40.96492385864258}, {""token_id"": 5113, ""token"": "" objects"", ""value"": 40.99970626831055}, {""token_id"": 34458, ""token"": ""540"", ""value"": 41.000267028808594}, {""token_id"": 42429, ""token"": ""dataset"", ""value"": 41.00312805175781}, {""token_id"": 15500, ""token"": ""¯"", ""value"": 41.00714874267578}]",187,"
",1,0.08578615635633469,0.00148715078830719,0.017487525939941406,0.5448949933052063,"[{""token_id"": 187, ""token"": ""\n"", ""value"": 0.08578615635633469}, {""token_id"": 13, ""token"": "","", ""value"": 0.0842990055680275}, {""token_id"": 15, ""token"": ""."", ""value"": 0.04797929525375366}, {""token_id"": 310, ""token"": "" is"", ""value"": 0.03325473889708519}, {""token_id"": 313, ""token"": "" ("", ""value"": 0.027124982327222824}]",True,False,False,0.6051005609333515
