checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step61000,61000,1024,0,44991,locations,1,0,190905176,0.8999069333076477,0.8999069333076477,13.383195877075195,0.5914592742919922,768,1024,-0.10546921127812504,-0.10357146221321945,0.8999021792581705,69.9078598022461,0.1458992436528206,47.93028752878308
step61000,61000,1024,1,40201, 449,1,0,190905176,0.8999032378196716,0.8999032378196716,13.383195877075195,0.5914592742919922,768,1024,-0.1054628070145834,-0.10326728794832091,0.8999079424873428,69.9078598022461,0.14784647896885872,47.93028752878308
step61000,61000,1024,2,45634,completion,1,0,190905176,0.8999056816101074,0.8999056816101074,13.383195877075195,0.5914592742919922,768,1024,-0.10545606358316172,-0.1034493810987726,0.8999140109753,69.9078598022461,0.13939189910888672,47.93028752878308
step61000,61000,1024,3,14819,Py,1,0,190905176,0.8999058604240417,0.8999058604240417,13.383194923400879,0.5914592146873474,768,1024,-0.10546883687381028,-0.10168708521989228,0.8999025161854924,69.9078598022461,0.11466635391116142,47.93028752878308
step61000,61000,1024,4,30341, circumference,1,0,190905176,0.8999029397964478,0.8999029397964478,13.383195877075195,0.5914592742919922,768,1024,-0.10547025239133813,-0.10237618545244195,0.8999012423586089,69.90785217285156,0.12334199249744415,47.93028752878308
step61000,61000,1024,5,35393, involuntary,1,0,190905176,0.8999049067497253,0.8999049067497253,13.383194923400879,0.5914592146873474,768,1024,-0.10545857124570712,-0.10252755303713133,0.8999117542974701,69.9078598022461,0.1300743892788887,47.93028752878308
step61000,61000,1024,6,41478,立,1,0,190905176,0.8999050259590149,0.8999050259590149,13.383195877075195,0.5914592742919922,768,1024,-0.10547163611600865,-0.10127533844090873,0.8998999971439203,69.9078598022461,0.13032716140151024,47.93028752878308
step61000,61000,1024,7,29263, CAD,1,0,190905176,0.8999059200286865,0.8999059200286865,13.383195877075195,0.5914592742919922,768,1024,-0.10546456516699561,-0.1042722779512078,0.8999063603134139,69.9078598022461,0.12465877830982208,47.93028752878308
step61000,61000,1024,8,43322,alen,1,0,190905176,0.8999040722846985,0.8999040722846985,13.383195877075195,0.5914592742919922,768,1024,-0.10546931986650362,-0.10318479038811888,0.8999020815392573,69.9078598022461,0.13443796336650848,47.93028752878308
step61000,61000,1024,9,41720, Nokia,1,0,190905176,0.8999037146568298,0.8999037146568298,13.383195877075195,0.5914592742919922,768,1024,-0.10546992832821542,-0.1032775991593855,0.899901533983463,69.9078598022461,0.20724378526210785,47.93028752878308
step61000,61000,1024,10,38617,sidered,2,1,190905176,0.8999080657958984,0.8999080657958984,13.383195877075195,0.5914592742919922,768,1024,-0.10555347925972768,-0.1060142337895102,0.8998263495129393,69.9078598022461,0.2209256775677204,47.93028752878308
