checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step25000,25000,1024,0,44991,locations,1,0,190905176,1.0013031959533691,1.0005784034729004,15.351451873779297,0.6784447431564331,768,1024,-0.004418390057442505,0.010755052822522076,0.995591356667679,50.420284271240234,0.14764423668384552,46.60093839094043
step25000,25000,1024,1,40201, 449,1,0,190905176,1.0501008033752441,1.0501008033752441,15.574478149414062,0.6883012056350708,768,1024,0.027899367236442877,0.020653642717723488,1.0282921993287542,50.90257263183594,0.1917307935655117,46.60093839094043
step25000,25000,1024,2,45634,completion,1,0,190905176,1.0546679496765137,1.050302267074585,16.185867309570312,0.7153210043907166,768,1024,0.028703886653085438,0.02016580479132581,1.0291198132401873,49.96397399902344,0.1479680873453617,46.60093839094043
step25000,25000,1024,3,14819,Py,1,0,190905176,1.0262707471847534,1.023432731628418,16.00333023071289,0.7072539329528809,768,1024,0.026416522678724963,0.02562957261796601,1.0267685317974793,50.80424118041992,0.12546798959374428,46.60093839094043
step25000,25000,1024,4,30341, circumference,1,0,190905176,1.0140612125396729,1.0140612125396729,15.426868438720703,0.6817777156829834,768,1024,0.004812845578242139,0.01388151100676841,1.0048244459222773,50.86997985839844,0.11375515162944794,46.60093839094043
step25000,25000,1024,5,35393, involuntary,1,0,190905176,0.9967432618141174,0.9963890314102173,15.093433380126953,0.6670417785644531,768,1024,0.011277392180908624,0.009346053007524521,1.011341221685899,50.87196731567383,0.12667754292488098,46.60093839094043
step25000,25000,1024,6,41478,立,1,0,190905176,0.9940791130065918,0.9940791130065918,14.924328804016113,0.6595683693885803,768,1024,-0.0009236975960533553,0.006024183454264287,0.999076728881249,50.914859771728516,0.1268933229148388,46.60093839094043
step25000,25000,1024,7,29263, CAD,1,0,190905176,1.0240541696548462,1.0225027799606323,15.760602951049805,0.696526825428009,768,1024,0.013925540547001722,0.012669575025054634,1.014022952533071,49.31528854370117,0.12392086908221245,46.60093839094043
step25000,25000,1024,8,43322,alen,1,0,190905176,1.0896481275558472,1.0896481275558472,16.3896484375,0.7243269681930542,768,1024,0.01726736933426238,0.017272267912822603,1.0174173121521681,50.522254943847656,0.11440692842006683,46.60093839094043
step25000,25000,1024,9,41720, Nokia,1,0,190905176,1.001143455505371,1.001143455505371,14.986471176147461,0.6623147130012512,768,1024,0.00935790142484142,0.01390323559844783,1.009401823483571,50.8793830871582,0.12167635187506676,46.60093839094043
step25000,25000,1024,10,38617,sidered,2,1,190905176,0.9874109029769897,0.9860389232635498,15.276104927062988,0.6751148104667664,768,1024,0.028789971567666897,0.02277928750331266,1.0292084087447178,49.08625030517578,0.13333703577518463,46.60093839094043
step25000,25000,1024,11,9815,second,3,1,190905176,1.022339940071106,1.0169708728790283,15.691377639770508,0.6934674382209778,768,1024,-0.0006969900010516483,0.006214151163625101,0.9993032528400566,50.219696044921875,0.15398938953876495,46.60093839094043
step25000,25000,1024,12,21302, diagrams,2,1,190905176,1.029327630996704,1.0265827178955078,15.16202163696289,0.6700730323791504,768,1024,0.009497114856025592,0.02163201773064344,1.009542355556611,48.32234191894531,0.12939364463090897,46.60093839094043
step25000,25000,1024,13,25566, permeability,2,1,190905176,0.9950494170188904,0.9944162368774414,14.935664176940918,0.6600693464279175,768,1024,0.01006777185737712,0.020169099339305517,1.0101186223796805,51.12372589111328,0.12291833385825157,46.60093839094043
step25000,25000,1024,14,12838, LE,2,1,190905176,1.058428406715393,1.058428406715393,15.713346481323242,0.6944383382797241,768,1024,0.014031049132476882,0.015234749782124328,1.0141299463047138,49.063297271728516,0.13382823765277863,46.60093839094043
step25000,25000,1024,15,36849,urdy,2,1,190905176,0.9937295317649841,0.9913607835769653,15.287182807922363,0.6756044030189514,768,1024,-0.0030437366215553766,0.005694177315421191,0.9969608908486313,50.740577697753906,0.13331611454486847,46.60093839094043
step25000,25000,1024,16,33930, 510,2,1,190905176,1.0037671327590942,1.0005180835723877,15.354691505432129,0.6785879135131836,768,1024,0.012442788681481269,0.024112376308762833,1.0125205222494393,49.85749816894531,0.12734463438391685,46.60093839094043
