checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step40000,40000,1024,0,44991,locations,1,0,190905176,1.0106136798858643,1.0106136798858643,15.048982620239258,0.6650773286819458,768,1024,-3.320454369913983e-05,0.004376449012530318,0.9999667960075657,56.19771957397461,12.29390225186944,48.49815337359905
step40000,40000,1024,1,40201, 449,1,0,190905176,1.012074589729309,1.012074589729309,15.559873580932617,0.6876557469367981,768,1024,0.0001435623331459935,0.0029074938482028237,1.000143572638711,53.82809829711914,10.742023807018995,48.49815337359905
step40000,40000,1024,2,45634,completion,1,0,190905176,1.0494807958602905,1.0414541959762573,15.957826614379883,0.705242931842804,768,1024,-0.00014534516244092097,0.004785087749163376,0.9998546653996555,55.08839416503906,12.780099377036095,48.49815337359905
step40000,40000,1024,3,14819,Py,1,0,190905176,0.9878559708595276,0.987169623374939,15.418182373046875,0.6813938021659851,768,1024,-7.81131046663692e-06,0.005622903911919313,0.9999921887200416,53.5932502746582,15.553794607520103,48.49815337359905
step40000,40000,1024,4,30341, circumference,1,0,190905176,1.027750849723816,1.027750849723816,15.58600902557373,0.6888107657432556,768,1024,0.00016517136346795862,0.002682692504554899,1.0001651850050086,53.935081481933594,11.394854661077261,48.49815337359905
step40000,40000,1024,5,35393, involuntary,1,0,190905176,1.0263241529464722,1.0254374742507935,15.143012046813965,0.6692329049110413,768,1024,-8.022051953090393e-05,0.003745672319749885,0.9999197826980489,56.32491683959961,13.581927794963121,48.49815337359905
step40000,40000,1024,6,41478,立,1,0,190905176,1.0336357355117798,1.0192461013793945,15.601898193359375,0.6895129680633545,768,1024,0.0003373441069727497,0.006412409619084665,1.0003374010138948,55.13285446166992,12.643228184431791,48.49815337359905
step40000,40000,1024,7,29263, CAD,1,0,190905176,1.0462590456008911,1.04268479347229,15.907990455627441,0.7030404806137085,768,1024,4.024999117429466e-05,0.005179960787322347,1.000040250801216,54.76392364501953,13.84209218248725,48.49815337359905
step40000,40000,1024,8,43322,alen,1,0,190905176,0.9901807904243469,0.9895079135894775,15.434684753417969,0.6821231245994568,768,1024,-9.349037378321434e-07,0.0033775971646710394,0.9999990650966992,53.59687423706055,13.183550454676151,48.49815337359905
step40000,40000,1024,9,41720, Nokia,1,0,190905176,1.0355920791625977,1.0355920791625977,15.382564544677734,0.6798197031021118,768,1024,-0.0004037533479574968,0.004397353676775506,0.9995963281494569,55.94158172607422,14.498202785849571,48.49815337359905
step40000,40000,1024,10,38617,sidered,2,1,190905176,1.0692118406295776,1.0692118406295776,15.76285457611084,0.6966263055801392,768,1024,-0.0005723625877636894,0.002772112855641084,0.9994278011804558,55.50320053100586,14.109867952764034,48.49815337359905
step40000,40000,1024,11,9815,second,3,1,190905176,1.0419135093688965,1.0419135093688965,15.928654670715332,0.703953742980957,768,1024,4.884339883525591e-05,0.005337836615330349,1.0000488445916935,55.13680648803711,13.544156692922115,48.49815337359905
step40000,40000,1024,12,21302, diagrams,2,1,190905176,1.0320020914077759,1.0209167003631592,15.817501068115234,0.6990413665771484,768,1024,9.787734094646964e-05,0.004847491959400649,1.0000978821310897,55.16486740112305,14.14269895106554,48.49815337359905
step40000,40000,1024,13,25566, permeability,2,1,190905176,1.005253553390503,1.005253553390503,15.036310195922852,0.6645172834396362,768,1024,-2.9922543011171634e-05,0.003951275739939215,0.9999700779046636,56.22935104370117,14.682425759732723,48.49815337359905
step40000,40000,1024,14,12838, LE,2,1,190905176,1.052869200706482,1.052869200706482,15.160333633422852,0.6699984073638916,768,1024,-0.00011351499734966303,0.005392321757495672,0.9998864914452339,56.21076202392578,16.706499807536602,48.49815337359905
step40000,40000,1024,15,36849,urdy,2,1,190905176,1.0331860780715942,1.0186634063720703,15.589961051940918,0.6889854073524475,768,1024,0.0003469056602963753,0.0038798845044891125,1.0003469658390236,55.14704132080078,15.36690116673708,48.49815337359905
step40000,40000,1024,16,33930, 510,2,1,190905176,1.0104154348373413,1.0104154348373413,15.632233619689941,0.6908536553382874,768,1024,0.00048269199099562274,0.006037714022121722,1.0004828085055208,55.9131965637207,14.46663834899664,48.49815337359905
step40000,40000,1024,17,7776,ochem,2,1,190905176,1.066175937652588,1.066175937652588,15.52158260345459,0.68596351146698,768,1024,0.00031538243838907863,0.004867470270168161,1.000315432176659,55.589561462402344,14.103429302573204,48.49815337359905
