checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step13000,13000,1024,0,44991,locations,1,0,190905176,0.9516404271125793,0.9516404271125793,15.174327850341797,0.670616865158081,768,1024,-0.04956595271328376,-0.0475093801150863,0.9516423926688361,41.219940185546875,9.465961530804634,46.85026286914945
step13000,13000,1024,1,40201, 449,1,0,190905176,0.9516412615776062,0.9516412615776062,15.174324989318848,0.6706167459487915,768,1024,-0.04956597571146935,-0.04680781188784309,0.951642370782788,41.21994400024414,12.059241224080324,46.85026286914945
step13000,13000,1024,2,45634,completion,1,0,190905176,0.9516416192054749,0.9516416192054749,15.174327850341797,0.670616865158081,768,1024,-0.04956597987072134,-0.04641149225532814,0.9516423668246676,41.21994400024414,12.164542973041534,46.85026286914945
step13000,13000,1024,3,14819,Py,1,0,190905176,0.9516432285308838,0.9516432285308838,15.174327850341797,0.670616865158081,768,1024,-0.049565941703462624,-0.044497479587208476,0.9516424031462487,41.21994400024414,10.86305969953537,46.85026286914945
step13000,13000,1024,4,30341, circumference,1,0,190905176,0.9516433477401733,0.9516433477401733,15.174327850341797,0.670616865158081,768,1024,-0.049565964701682855,-0.04533753617104367,0.9516423812601674,41.219940185546875,12.017395310103893,46.85026286914945
step13000,13000,1024,5,35393, involuntary,1,0,190905176,0.9516470432281494,0.9516470432281494,15.174327850341797,0.670616865158081,768,1024,-0.04956596861627258,-0.04628935998666216,0.9516423775348779,41.219940185546875,11.104017578065395,46.85026286914945
step13000,13000,1024,6,41478,立,1,0,190905176,0.9516426920890808,0.9516426920890808,15.17432689666748,0.6706168055534363,768,1024,-0.049565969350258296,-0.044205931160679675,0.951642376836386,41.219940185546875,11.948091298341751,46.85026286914945
step13000,13000,1024,7,29263, CAD,1,0,190905176,0.9516420364379883,0.9516420364379883,15.174327850341797,0.670616865158081,768,1024,-0.04956596421235793,-0.04572086184631178,0.9516423817258297,41.219940185546875,10.640351202338934,46.85026286914945
step13000,13000,1024,8,43322,alen,1,0,190905176,0.9516440629959106,0.9516440629959106,15.174327850341797,0.670616865158081,768,1024,-0.04956595589385386,-0.043902808533756665,0.9516423896420708,41.219940185546875,11.63478684052825,46.85026286914945
step13000,13000,1024,9,41720, Nokia,1,0,190905176,0.9516438245773315,0.9516438245773315,15.174327850341797,0.670616865158081,768,1024,-0.049565919439229215,-0.04491482223362101,0.9516424243338375,41.21994400024414,11.666536264121532,46.85026286914945
step13000,13000,1024,10,38617,sidered,2,1,190905176,0.9516435265541077,0.9516435265541077,15.174327850341797,0.670616865158081,768,1024,-0.04956595907445774,-0.04626466784885355,0.9516423866152733,41.21994400024414,0.13659484311938286,45.059765093028545
step13000,13000,1024,11,9815,second,3,1,190905176,0.9516435861587524,0.9516435861587524,15.17432689666748,0.6706168055534363,768,1024,-0.0495659671483016,-0.04607412329884668,0.9516423789318613,41.219940185546875,0.1196443922817707,45.059765093028545
step13000,13000,1024,12,21302, diagrams,2,1,190905176,0.9516420960426331,0.9516420960426331,15.174327850341797,0.670616865158081,768,1024,-0.04956594488407342,-0.04950360886596048,0.9516424001194447,41.21994400024414,0.12263606116175652,45.059765093028545
step13000,13000,1024,13,25566, permeability,2,1,190905176,0.9516441226005554,0.9516441226005554,15.174327850341797,0.670616865158081,768,1024,-0.04956596421235921,-0.04765098074423175,0.9516423817258285,41.21994400024414,0.11096765846014023,45.059765093028545
step13000,13000,1024,14,12838, LE,2,1,190905176,0.951644778251648,0.951644778251648,15.174327850341797,0.670616865158081,768,1024,-0.049565970084244064,-0.04624529866788639,0.951642376137894,41.21994400024414,0.1091194786131382,45.059765093028545
step13000,13000,1024,15,36849,urdy,2,1,190905176,0.9516452550888062,0.9516452550888062,15.174327850341797,0.670616865158081,768,1024,-0.049565948553995855,-0.04582250325011072,0.9516423966269908,41.219940185546875,0.12051037326455116,45.059765093028545
step13000,13000,1024,16,33930, 510,2,1,190905176,0.9516419172286987,0.9516419172286987,15.174328804016113,0.6706169247627258,768,1024,-0.04956599430577484,-0.045523303158109804,0.9516423530876592,41.219940185546875,0.12576954066753387,45.059765093028545
step13000,13000,1024,17,7776,ochem,2,1,190905176,0.9516421556472778,0.9516421556472778,15.174327850341797,0.670616865158081,768,1024,-0.04956596323371549,-0.04706544160756243,0.9516423826571474,41.219940185546875,0.1264595128595829,45.059765093028545
step13000,13000,1024,18,32587, phyt,2,1,190905176,0.9516420364379883,0.9516420364379883,15.174327850341797,0.670616865158081,768,1024,-0.049565961031753605,-0.045771328417614415,0.9516423847526276,41.219940185546875,0.11894338950514793,45.059765093028545
step13000,13000,1024,19,48174, filings,1,1,190905176,0.9516438841819763,0.9516438841819763,15.17432689666748,0.6706168055534363,768,1024,-0.0495659654356681,-0.045991593084228816,0.9516423805616759,41.21994400024414,0.1172974556684494,45.059765093028545
step13000,13000,1024,20,40493, helical,4,2,190905176,0.9516425728797913,0.9516425728797913,15.174325942993164,0.6706168055534363,768,1024,-0.04956597008424383,-0.045402161352455485,0.9516423761378943,41.21994400024414,0.12132953852415085,45.059765093028545
step13000,13000,1024,21,36039, interplay,4,2,190905176,0.9516412019729614,0.9516412019729614,15.174327850341797,0.670616865158081,768,1024,-0.049565986476592716,-0.044504568794106664,0.9516423605382406,41.219940185546875,0.1301407478749752,45.059765093028545
step13000,13000,1024,22,11818,cies,4,2,190905176,0.9516406059265137,0.9516406059265137,15.174327850341797,0.670616865158081,768,1024,-0.049565962010400894,-0.045480467765771866,0.9516423838213054,41.219940185546875,0.13362742587924004,45.059765093028545
step13000,13000,1024,23,23007, harmonic,3,2,190905176,0.9516428709030151,0.9516428709030151,15.174325942993164,0.6706168055534363,768,1024,-0.04956595002196757,-0.047059248816877224,0.9516423952300067,41.21994400024414,0.11299098283052444,45.059765093028545
step13000,13000,1024,24,49192, inactivated,3,2,190905176,0.9516454339027405,0.9516454339027405,15.17432689666748,0.6706168055534363,768,1024,-0.04956595613851452,-0.04641778745707791,0.9516423894092414,41.219940185546875,0.11753926426172256,45.059765093028545
step13000,13000,1024,25,49108, Maintenance,3,2,190905176,0.9516410827636719,0.9516410827636719,15.17432689666748,0.6706168055534363,768,1024,-0.049565960053106206,-0.04603421376955219,0.95164238568395,41.21994400024414,0.10856590420007706,45.059765093028545
step13000,13000,1024,26,32752, pend,3,2,190905176,0.951646089553833,0.951646089553833,15.174327850341797,0.670616865158081,768,1024,-0.04956595980844407,-0.04561378958886797,0.9516423859167809,41.219940185546875,0.12822378054261208,45.059765093028545
step13000,13000,1024,27,37375, Pretty,4,2,190905176,0.9516404271125793,0.9516404271125793,15.174327850341797,0.670616865158081,768,1024,-0.04956596176573947,-0.046447452264392605,0.9516423840541356,41.21994400024414,0.12812284380197525,45.059765093028545
step13000,13000,1024,28,42178, 580,4,2,190905176,0.9516428709030151,0.9516428709030151,15.174328804016113,0.6706169247627258,768,1024,-0.0495659407248153,-0.047432736802960375,0.9516424040775711,41.219940185546875,0.10959211736917496,45.059765093028545
step13000,13000,1024,29,2775,CH,4,2,190905176,0.9516410231590271,0.9516410231590271,15.17432689666748,0.6706168055534363,768,1024,-0.04956595589385342,-0.045958041629397206,0.9516423896420713,41.219940185546875,0.12023868039250374,45.059765093028545
step13000,13000,1024,30,8022,PI,7,3,190905176,0.9516440629959106,0.9516440629959106,15.17432689666748,0.6706168055534363,768,1024,-0.04956593289563439,-0.04867214274335326,0.9516424115281515,41.219947814941406,0.12281173467636108,45.059765093028545
step13000,13000,1024,31,29209, shaping,6,3,190905176,0.9516451954841614,0.9516451954841614,15.17432689666748,0.6706168055534363,768,1024,-0.04956593265097285,-0.04528274942655149,0.9516424117609819,41.21994400024414,0.12086601182818413,45.059765093028545
step13000,13000,1024,32,34666, exams,5,3,190905176,0.9516462087631226,0.9516462087631226,15.174327850341797,0.670616865158081,768,1024,-0.04956596641431553,-0.04632552918106009,0.9516423796303536,41.219940185546875,0.11856182292103767,45.059765093028545
step13000,13000,1024,33,14134,ilipp,6,3,190905176,0.9516438841819763,0.9516438841819763,15.174328804016113,0.6706169247627258,768,1024,-0.04956594292677215,-0.0442658739583586,0.9516424019820955,41.219940185546875,0.1161249577999115,45.059765093028545
step13000,13000,1024,34,33132,essential,6,3,190905176,0.9516423940658569,0.9516423940658569,15.174327850341797,0.670616865158081,768,1024,-0.04956597277552586,-0.045421260235900617,0.9516423735767563,41.21993637084961,0.11166013777256012,45.059765093028545
step13000,13000,1024,35,29405, Manufact,6,3,190905176,0.951643168926239,0.951643168926239,15.174327850341797,0.670616865158081,768,1024,-0.04956597130755606,-0.048385612595980156,0.9516423749737385,41.219940185546875,0.10524716228246689,45.059765093028545
step13000,13000,1024,36,48266,christ,6,3,190905176,0.9516465663909912,0.9516465663909912,15.174325942993164,0.6706168055534363,768,1024,-0.049565939990829276,-0.0476999097214793,0.9516424047760632,41.219940185546875,0.1238345056772232,45.059765093028545
step13000,13000,1024,37,14944,omed,7,3,190905176,0.9516412019729614,0.9516412019729614,15.174327850341797,0.670616865158081,768,1024,-0.04956598207267771,-0.04522566268452542,0.9516423647291926,41.219940185546875,0.12167228385806084,45.059765093028545
step13000,13000,1024,38,49304,umu,4,3,190905176,0.9516403079032898,0.9516403079032898,15.174327850341797,0.670616865158081,768,1024,-0.04956596127641579,-0.04506457804955086,0.9516423845197967,41.219940185546875,0.11101943626999855,45.059765093028545
step13000,13000,1024,39,11608, tonight,5,3,190905176,0.9516435265541077,0.9516435265541077,15.17432689666748,0.6706168055534363,768,1024,-0.049565969350259545,-0.048719571187978886,0.9516423768363849,41.21994400024414,0.12402541935443878,45.059765093028545
step13000,13000,1024,40,48526, geared,8,4,190905176,0.9516445994377136,0.9516445994377136,15.17432689666748,0.6706168055534363,768,1024,-0.04956598084936864,-0.04642057178131389,0.9516423658933454,41.219940185546875,0.12117539346218109,45.059765093028545
step13000,13000,1024,41,29154, trump,7,4,190905176,0.9516432881355286,0.9516432881355286,15.174328804016113,0.6706169247627258,768,1024,-0.04956597864741092,-0.04730764638397102,0.9516423679888216,41.219940185546875,0.1300152726471424,45.059765093028545
step13000,13000,1024,42,39772,leman,7,4,190905176,0.951641857624054,0.951641857624054,15.174328804016113,0.6706169247627258,768,1024,-0.04956594463940543,-0.046426909958151234,0.9516424003522811,41.21993637084961,0.12234291061758995,45.059765093028545
