checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step29000,29000,1024,0,44991,locations,1,0,190905176,1.0326570272445679,1.0188795328140259,15.733658790588379,0.6953360438346863,768,1024,-0.0009775206397439383,0.0032928877770612664,0.9990229569779169,51.381980895996094,0.14534851908683777,46.59235608950257
step29000,29000,1024,1,40201, 449,1,0,190905176,1.0349019765853882,1.0207772254943848,15.732051849365234,0.695264995098114,768,1024,-0.0007226542285225972,0.0030040224528048863,0.9992776068231572,51.459651947021484,0.11111358180642128,46.59235608950257
step29000,29000,1024,2,45634,completion,1,0,190905176,0.9398745894432068,0.9304877519607544,14.829854965209961,0.6553931832313538,768,1024,0.0011243229061779247,0.0029577153722169605,1.0011249551941197,51.50761795043945,0.14094625413417816,46.59235608950257
step29000,29000,1024,3,14819,Py,1,0,190905176,1.0319688320159912,1.0268317461013794,15.517768859863281,0.6857949495315552,768,1024,0.001075830728968631,0.002634777040821234,1.001076409642433,51.66653823852539,0.14345608279109,46.59235608950257
step29000,29000,1024,4,30341, circumference,1,0,190905176,0.9864460229873657,0.9698628187179565,15.449213027954102,0.6827651858329773,768,1024,-0.0006800046903700711,0.0019411771084065386,0.9993202264604218,51.34577941894531,0.14246879890561104,46.59235608950257
step29000,29000,1024,5,35393, involuntary,1,0,190905176,0.9912998676300049,0.9705443978309631,15.263373374938965,0.6745521426200867,768,1024,-0.00048563477335009813,0.0034249000446503874,0.99951448312813,51.3669548034668,0.1291610151529312,46.59235608950257
step29000,29000,1024,6,41478,立,1,0,190905176,1.040774941444397,1.030745267868042,15.583102226257324,0.6886823177337646,768,1024,0.0007424268264592947,0.002634482035773619,1.0007427024934723,51.68356704711914,0.10718405246734619,46.59235608950257
step29000,29000,1024,7,29263, CAD,1,0,190905176,1.0330064296722412,1.019222617149353,15.733805656433105,0.6953425407409668,768,1024,-0.000943922393365436,0.0033455572629995153,0.9990565229612391,51.38993453979492,0.11330833658576012,46.59235608950257
step29000,29000,1024,8,43322,alen,1,0,190905176,1.0260812044143677,1.0115212202072144,15.717729568481445,0.6946320533752441,768,1024,-0.001441262238052546,0.0028172406766328053,0.9985597758815727,51.30293655395508,0.10962217301130295,46.59235608950257
step29000,29000,1024,9,41720, Nokia,1,0,190905176,1.0414700508117676,1.0263032913208008,15.7089262008667,0.6942430138587952,768,1024,-0.00034250497014199895,0.0036315285899877433,0.9996575536779894,51.598201751708984,0.12149161845445633,46.59235608950257
step29000,29000,1024,10,38617,sidered,2,1,190905176,1.0226026773452759,1.0076398849487305,15.690549850463867,0.6934309005737305,768,1024,-0.0014822315097257014,0.0011287996302567747,0.9985188664528533,51.29145050048828,0.1635739430785179,46.59235608950257
step29000,29000,1024,11,9815,second,3,1,190905176,1.0145913362503052,0.9995436668395996,15.62186336517334,0.6903953552246094,768,1024,-0.0012311315016426902,0.002846667494859905,0.998769626029839,51.30128860473633,0.1256081536412239,46.59235608950257
step29000,29000,1024,12,21302, diagrams,2,1,190905176,1.025578260421753,1.0109314918518066,15.714593887329102,0.6944934725761414,768,1024,-0.0014614717885691084,0.000685044396053218,0.9985395956412557,51.299800872802734,0.13514481112360954,46.59235608950257
step29000,29000,1024,13,25566, permeability,2,1,190905176,0.9387297034263611,0.9372121691703796,14.802193641662598,0.6541706919670105,768,1024,0.0010675334828074072,0.0020368866396121873,1.001068103499495,51.49769973754883,0.12782826274633408,46.59235608950257
step29000,29000,1024,14,12838, LE,2,1,190905176,0.9455273747444153,0.9432340860366821,14.882497787475586,0.6577196717262268,768,1024,0.0011822694618341526,0.0024724447108458673,1.0011829686178775,51.51442337036133,0.1136399433016777,46.59235608950257
step29000,29000,1024,15,36849,urdy,2,1,190905176,1.014743447303772,0.999695897102356,15.623089790344238,0.6904495358467102,768,1024,-0.0012363980697438744,0.003154963321046937,0.9987643659554374,51.301002502441406,0.13282860815525055,46.59235608950257
step29000,29000,1024,16,33930, 510,2,1,190905176,1.0345163345336914,1.0205217599868774,15.732996940612793,0.6953067779541016,768,1024,-0.0007711626557886863,0.002866972075026466,0.9992291346137129,51.441261291503906,0.14679217711091042,46.59235608950257
step29000,29000,1024,17,7776,ochem,2,1,190905176,0.9878249764442444,0.9674872159957886,15.4305419921875,0.6819400191307068,768,1024,-0.0006492713324354718,0.004472795014301914,0.9993509393985864,51.34989929199219,0.18896572664380074,46.59235608950257
step29000,29000,1024,18,32587, phyt,2,1,190905176,1.0051710605621338,0.990035891532898,15.551888465881348,0.687302827835083,768,1024,-0.0009507786384112344,0.0020089045751113246,0.999049673208385,51.31934356689453,0.12291017919778824,46.59235608950257
step29000,29000,1024,19,48174, filings,1,1,190905176,1.006291389465332,0.9911766052246094,15.559537887573242,0.687640905380249,768,1024,-0.0009783568664875233,0.001288142514214071,0.9990221215685521,51.317283630371094,0.12705326825380325,46.59235608950257
step29000,29000,1024,20,40493, helical,4,2,190905176,0.9867392182350159,0.9684566259384155,15.44428539276123,0.6825474500656128,768,1024,-0.0006714899926903372,0.0005412241463231707,0.9993287354062609,51.34689712524414,0.12259125337004662,46.59235608950257
step29000,29000,1024,21,36039, interplay,4,2,190905176,0.9919103980064392,0.9714676141738892,15.359857559204102,0.6788161993026733,768,1024,-0.0005689624551294581,0.0027076437032490454,0.9994311993733154,51.36185073852539,0.11856016144156456,46.59235608950257
