checkpoint,training_step,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_decile,selection_seed,spectral_radius,spectral_abscissa,jacobian_frobenius_norm,normalized_frobenius_norm,lyapunov_window_start,lyapunov_window_end,lyapunov_exponent_last_256,lyapunov_exponent_0_1024,geometric_tangent_factor_last_256,hidden_state_norm,runtime_seconds,dynamics_runtime_seconds_checkpoint
step0,0,1024,0,44991,locations,1,0,190905176,0.9574209451675415,0.9573153257369995,14.725875854492188,0.6507979035377502,768,1024,0.0036301689312393365,0.007751724828615754,1.0036367659748529,22.627384185791016,10.457675866782665,46.67628377303481
step0,0,1024,1,40201, 449,1,0,190905176,1.0038981437683105,1.0038981437683105,15.025546073913574,0.6640415787696838,768,1024,0.0008803828291909122,0.0033695616324025514,1.0008807704799059,22.627384185791016,12.3971641138196,46.67628377303481
step0,0,1024,2,45634,completion,1,0,190905176,1.0733563899993896,1.0733563899993896,15.507099151611328,0.6853234171867371,768,1024,0.008655366429541962,0.012807635993145767,1.008692932417802,22.62738037109375,13.07827888801694,46.67628377303481
step0,0,1024,3,14819,Py,1,0,190905176,1.024717926979065,1.0200532674789429,15.74750804901123,0.6959481239318848,768,1024,0.006758819143012399,0.011173312455921068,1.0067817115071707,22.627378463745117,12.470816534012556,46.67628377303481
step0,0,1024,4,30341, circumference,1,0,190905176,0.9851541519165039,0.9851541519165039,14.921323776245117,0.6594355702400208,768,1024,0.012168891705732907,0.01308770415503937,1.0122432339164635,22.627382278442383,10.787417955696583,46.67628377303481
step0,0,1024,5,35393, involuntary,1,0,190905176,1.0345020294189453,1.0310778617858887,15.274029731750488,0.6750231385231018,768,1024,-0.0028799255290389405,0.0040915025452772525,0.9971242174783489,22.627382278442383,10.988480433821678,46.67628377303481
step0,0,1024,6,41478,立,1,0,190905176,1.0355010032653809,1.0339555740356445,15.594588279724121,0.6891899108886719,768,1024,0.009702837392407467,0.013336675783541046,1.0097500625348517,22.62738037109375,11.145872734487057,46.67628377303481
step0,0,1024,7,29263, CAD,1,0,190905176,1.0073033571243286,1.00725257396698,15.24489688873291,0.6737356185913086,768,1024,0.0077867190548545845,0.012475360584439403,1.007817114393776,22.627382278442383,11.327926889061928,46.67628377303481
step0,0,1024,8,43322,alen,1,0,190905176,1.0477138757705688,1.0477138757705688,15.668237686157227,0.6924448013305664,768,1024,0.0116975476953712,0.01166566011472529,1.0117662315560618,22.627382278442383,10.584535922855139,46.67628377303481
step0,0,1024,9,41720, Nokia,1,0,190905176,0.9940593838691711,0.9885653257369995,15.163561820983887,0.6701411008834839,768,1024,0.011160985149507958,0.013321785594389075,1.0112235013084223,22.627382278442383,11.981532894074917,46.67628377303481
step0,0,1024,10,38617,sidered,2,1,190905176,1.0480493307113647,1.045283555984497,15.751838684082031,0.6961395144462585,768,1024,0.005119874722948269,0.012776517489902705,1.0051330036781767,22.627378463745117,0.1322007104754448,46.305927492678165
step0,0,1024,11,9815,second,3,1,190905176,0.9955116510391235,0.9954931735992432,15.009313583374023,0.6633241772651672,768,1024,-0.000907691903845102,0.005398187681916436,0.9990927199238374,22.627384185791016,0.12326241284608841,46.305927492678165
step0,0,1024,12,21302, diagrams,2,1,190905176,1.0419857501983643,1.0419052839279175,15.61776351928711,0.6902141571044922,768,1024,0.015825026614857695,0.01384679614817687,1.0159509054841,22.627382278442383,0.13200481235980988,46.305927492678165
step0,0,1024,13,25566, permeability,2,1,190905176,1.0063225030899048,1.0063225030899048,15.134971618652344,0.6688775420188904,768,1024,0.0006306524924843955,0.012433653491055149,1.0006308513955782,22.627382278442383,0.11793295294046402,46.305927492678165
step0,0,1024,14,12838, LE,2,1,190905176,1.030558466911316,1.027436375617981,15.560135841369629,0.6876673102378845,768,1024,0.0195248761088701,0.02315611724656695,1.01971673312962,22.627382278442383,0.11737073212862015,46.305927492678165
step0,0,1024,15,36849,urdy,2,1,190905176,1.0132781267166138,1.0132781267166138,15.271135330200195,0.6748952269554138,768,1024,0.00829612155855664,0.012300613351728136,1.0083306297370183,22.62738037109375,0.12129915878176689,46.305927492678165
step0,0,1024,16,33930, 510,2,1,190905176,1.0092926025390625,1.0092926025390625,15.20357608795166,0.6719094514846802,768,1024,0.010166519901722052,0.013709500442189965,1.0102183745432813,22.627384185791016,0.12678179144859314,46.305927492678165
step0,0,1024,17,7776,ochem,2,1,190905176,1.0018832683563232,1.0016998052597046,15.288808822631836,0.6756762862205505,768,1024,0.009074439529195219,0.015533651045363644,1.0091157370784307,22.627382278442383,0.13484901562333107,46.305927492678165
step0,0,1024,18,32587, phyt,2,1,190905176,1.0338726043701172,1.0338726043701172,15.590797424316406,0.689022421836853,768,1024,0.013171112299052351,0.01362322968053221,1.0132582334727123,22.62738037109375,0.12612682953476906,46.305927492678165
step0,0,1024,19,48174, filings,1,1,190905176,1.0011781454086304,1.0011345148086548,15.046113014221191,0.6649505496025085,768,1024,0.0006225021325960752,0.009407264533876525,1.000622695927259,22.627382278442383,0.13074412941932678,46.305927492678165
step0,0,1024,20,40493, helical,4,2,190905176,1.0476160049438477,1.0473695993423462,15.750601768493652,0.6960847973823547,768,1024,0.005080419118420268,0.01035909178161865,1.005093346330243,22.62738037109375,0.13397017866373062,46.305927492678165
step0,0,1024,21,36039, interplay,4,2,190905176,0.9989768862724304,0.9989768862724304,15.095719337463379,0.6671428084373474,768,1024,0.022675588837455622,0.01639081957486175,1.0229346342993249,22.627384185791016,0.14210269972682,46.305927492678165
step0,0,1024,22,11818,cies,4,2,190905176,1.0274982452392578,1.0272313356399536,15.674445152282715,0.6927191615104675,768,1024,0.02061518308636929,0.01655680796022822,1.02082914372314,22.62738037109375,0.11487459018826485,46.305927492678165
step0,0,1024,23,23007, harmonic,3,2,190905176,1.0282191038131714,1.0248234272003174,15.25359058380127,0.6741198301315308,768,1024,-0.0023331099270979274,0.009084845623550978,0.9976696096584262,22.62738037109375,0.1321117840707302,46.305927492678165
step0,0,1024,24,49192, inactivated,3,2,190905176,1.084086298942566,1.0821037292480469,16.214635848999023,0.7165924310684204,768,1024,0.008542232497805956,0.0078022348715744115,1.008578821475475,22.627378463745117,0.12860921397805214,46.305927492678165
step0,0,1024,25,49108, Maintenance,3,2,190905176,1.025628685951233,1.025628685951233,15.368230819702148,0.679186224937439,768,1024,0.0090041668516044,0.014554054578935691,1.0090448263051615,22.62738037109375,0.1318870224058628,46.305927492678165
step0,0,1024,26,32752, pend,3,2,190905176,1.0320885181427002,1.0296118259429932,15.556085586547852,0.687488317489624,768,1024,0.016553246245843,0.017511014789823347,1.016691010324321,22.627378463745117,0.12382235005497932,46.305927492678165
step0,0,1024,27,37375, Pretty,4,2,190905176,1.0214405059814453,1.019495964050293,15.40821361541748,0.6809532642364502,768,1024,-0.0007432133456178552,0.011048804641328317,0.9992570627690124,22.627384185791016,0.13372409343719482,46.305927492678165
step0,0,1024,28,42178, 580,4,2,190905176,1.0286638736724854,1.0286638736724854,15.505443572998047,0.6852502822875977,768,1024,-0.0027827766278534774,0.012441796660477051,0.9972210917059585,22.62738037109375,0.12116789445281029,46.305927492678165
step0,0,1024,29,2775,CH,4,2,190905176,1.017780065536499,1.0159809589385986,15.385557174682617,0.6799519658088684,768,1024,0.012289582267646626,0.014458526837223913,1.0123654094937296,22.627384185791016,0.13504288345575333,46.305927492678165
step0,0,1024,30,8022,PI,7,3,190905176,1.0587506294250488,1.0587506294250488,15.7966890335083,0.6981216073036194,768,1024,0.013004381786727517,0.014164653784481496,1.0130893064913604,22.627378463745117,0.13680418953299522,46.305927492678165
step0,0,1024,31,29209, shaping,6,3,190905176,1.0527918338775635,1.0527918338775635,15.563947677612305,0.6878358125686646,768,1024,0.017382022574522815,0.015983341696488646,1.0175339690311203,22.627382278442383,0.1087089255452156,46.305927492678165
step0,0,1024,32,34666, exams,5,3,190905176,1.00572669506073,1.0031877756118774,15.264829635620117,0.6746165156364441,768,1024,0.01143608640487947,0.021578627298355257,1.011501728431654,22.627384185791016,0.12660520523786545,46.305927492678165
step0,0,1024,33,14134,ilipp,6,3,190905176,1.0245212316513062,1.0200135707855225,15.606742858886719,0.6897270679473877,768,1024,0.007513941552993987,0.017938512392872537,1.0075422420501792,22.627378463745117,0.1339588239789009,46.305927492678165
step0,0,1024,34,33132,essential,6,3,190905176,1.030758261680603,1.0276339054107666,15.277030944824219,0.675155758857727,768,1024,-0.0016912936937365502,0.009669800176286686,0.9983101357374664,22.62738037109375,0.14234953373670578,46.305927492678165
step0,0,1024,35,29405, Manufact,6,3,190905176,1.0363796949386597,1.0363796949386597,15.583084106445312,0.6886815428733826,768,1024,0.010191871997029405,0.01386474624321987,1.0102439860204449,22.62738037109375,0.1234014742076397,46.305927492678165
step0,0,1024,36,48266,christ,6,3,190905176,1.033542513847351,1.0333248376846313,15.69820499420166,0.6937692165374756,768,1024,0.03239421384246665,0.021509906519414937,1.0329246182378033,22.62738037109375,0.11983403190970421,46.305927492678165
step0,0,1024,37,14944,omed,7,3,190905176,1.0813817977905273,1.0813817977905273,15.773490905761719,0.6970964074134827,768,1024,0.010739021769338202,0.018371522789802832,1.0107968920347785,22.62738037109375,0.13182320818305016,46.305927492678165
step0,0,1024,38,49304,umu,4,3,190905176,1.0174269676208496,1.0174269676208496,15.376404762268066,0.6795474886894226,768,1024,0.014700387258861946,0.016104051680440913,1.0148089693655449,22.62738037109375,0.1441235989332199,46.305927492678165
step0,0,1024,39,11608, tonight,5,3,190905176,1.0226235389709473,1.018857717514038,15.414467811584473,0.6812296509742737,768,1024,0.01268218692895177,0.013187458065938134,1.012762946904855,22.62738037109375,0.13221146911382675,46.305927492678165
step0,0,1024,40,48526, geared,8,4,190905176,0.9887930750846863,0.9887930750846863,14.971373558044434,0.6616474986076355,768,1024,0.001094810172644837,0.00883444875551206,1.00109540969607,22.627382278442383,0.11989432945847511,46.305927492678165
