checkpoint,dynamic_step,selection_index,token_id,token,wikitext_train_count,frequency_bin,projection_1,projection_2,projection_3,projection_4,vector_kind,vector_l2,state_l2,relative_update_l2,projection_seed,projection_sha256
step21000,0,0,21825, clones,2,0,3.1839349269866943,0.6741058230400085,4.060386657714844,-2.9499197006225586,residual_internal,73.9923324584961,1.4889633655548096,49.69385692771928,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,0,21825, clones,2,0,0.6484799385070801,0.3217071294784546,3.081580400466919,-0.3278515934944153,effective_increment,30.245309829711914,1.4889633655548096,20.312997975233642,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,0,21825, clones,2,0,-2.535454511642456,-0.35239875316619873,-0.9788057804107666,2.622067451477051,final_ln_correction,50.878055572509766,1.4889633655548096,34.170119124154446,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,1,23778, motive,8,2,2.5126254558563232,-2.061366558074951,-1.933781623840332,-1.5576159954071045,residual_internal,71.15113067626953,1.5321205854415894,46.439641469709954,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,1,23778, motive,8,2,0.3094194829463959,-1.5393106937408447,-1.131141185760498,0.5478982925415039,effective_increment,32.37240219116211,1.5321205854415894,21.129147730778453,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,1,23778, motive,8,2,-2.2032063007354736,0.5220558047294617,0.8026404976844788,2.1055147647857666,final_ln_correction,46.59295654296875,1.5321205854415894,30.410763347024464,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,2,19211, cabinet,33,5,3.9100096225738525,-0.0667278990149498,-4.091643810272217,-0.9180467128753662,residual_internal,74.88764190673828,1.512925624847412,49.49856138122531,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,2,19211, cabinet,33,5,1.1863842010498047,-0.14202366769313812,-2.5579094886779785,1.232217788696289,effective_increment,30.1270694732666,1.512925624847412,19.91311996999529,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,2,19211, cabinet,33,5,-2.7236247062683105,-0.07529572397470474,1.53373384475708,2.1502649784088135,final_ln_correction,51.84495162963867,1.512925624847412,34.26801078530715,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,3,6574, miles,404,7,4.1336669921875,0.24565938115119934,0.8942863941192627,-4.7405805587768555,residual_internal,69.47744750976562,1.5089595317840576,46.04328084771217,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,3,6574, miles,404,7,1.6455847024917603,0.08636797219514847,1.0384962558746338,-1.7399638891220093,effective_increment,33.392005920410156,1.5089595317840576,22.129159342617,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,0,3,6574, miles,404,7,-2.488081693649292,-0.15929147601127625,0.14420950412750244,3.0006167888641357,final_ln_correction,44.44301223754883,1.5089595317840576,29.45275290782876,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,0,21825, clones,2,0,0.7308238744735718,3.2027459144592285,4.582233905792236,-5.366658687591553,residual_internal,83.43048858642578,30.233430862426758,2.7595441935142997,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,0,21825, clones,2,0,-1.2841362953186035,1.3490171432495117,0.8059225082397461,-1.180315375328064,effective_increment,30.812814712524414,30.233430862426758,1.0191636818439187,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,0,21825, clones,2,0,-2.014960527420044,-1.8537288904190063,-3.776311159133911,4.186343193054199,final_ln_correction,68.37560272216797,30.233430862426758,2.2615892663092767,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,1,23778, motive,8,2,5.441026210784912,-1.7352653741836548,0.29018741846084595,-5.302696704864502,residual_internal,87.34039306640625,32.55625534057617,2.6827530424713926,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,1,23778, motive,8,2,1.2542824745178223,0.027832821011543274,0.9129056334495544,-1.5731703042984009,effective_increment,29.850696563720703,32.55625534057617,0.9168958853359458,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,1,23778, motive,8,2,-4.186743259429932,1.7630980014801025,0.6227171421051025,3.7295260429382324,final_ln_correction,73.1572265625,32.55625534057617,2.247102002278536,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,2,19211, cabinet,33,5,1.4146865606307983,0.6216655373573303,-3.7535269260406494,-3.8408069610595703,residual_internal,82.29364013671875,30.193851470947266,2.725509867990914,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,2,19211, cabinet,33,5,-1.0520565509796143,0.32228338718414307,-0.5038838386535645,-1.090855360031128,effective_increment,27.3583927154541,30.193851470947266,0.9060915180621637,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,2,19211, cabinet,33,5,-2.4667439460754395,-0.29938197135925293,3.249643564224243,2.7499513626098633,final_ln_correction,70.96402740478516,30.193851470947266,2.350280734243766,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,3,6574, miles,404,7,-0.16148576140403748,-0.7192189693450928,2.0126965045928955,-5.289914608001709,residual_internal,77.909423828125,33.356422424316406,2.335664863487579,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,3,6574, miles,404,7,-2.0911612510681152,-0.616485059261322,0.8340146541595459,-0.7828822731971741,effective_increment,33.14259719848633,33.356422424316406,0.9935896834765409,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
step21000,1,3,6574, miles,404,7,-1.9296767711639404,0.1027345359325409,-1.178682565689087,4.507032871246338,final_ln_correction,60.975746154785156,33.356422424316406,1.8280061746170542,1616,ec1360daadf0a820abed4f77c5a886edd56a6a594fd0c33e44a1f50f3c5ff0c9
